TOKEN_ID,TOKEN_NAME,Background,Skin,Skin Pattern,Tail Spikes,Bling Level,Eyewear,Face,Clothing,Headwear,Face Detail,Vest,Special
2361,Tezzardz #2361,Blue,Orange,Heavy Freckles,Bone,$$,Hearts Shades,Split Tongue Pink Feisty,Ghost Tee,Fancy Hat,,,
2362,Tezzardz #2362,Pink,Green,Bolt,,$$,Cool Shades,Split Tongue Pink Feisty,Rainbow Onesie,Red Spikes,,,
2363,Tezzardz #2363,Blue,Green,Heavy Freckles,,$$,Tech Scope,Bent Tongue Feisty,Silk Shirt Dark,Green Spikes,,,
2364,Tezzardz #2364,Blue,Purple,Orange,,,Gold Leaf Eye Patch,Blue Tongue Wavy Not Amused,,Plain Black Spikes,,,
2365,Tezzardz #2365,Pink,Purple,Bolt,Bone,$,Dopey Swimming Goggles,Dumb Tongue,Silk Shirt Blue,Plain Black Spikes,,,
2366,Tezzardz #2366,Blue,Orange,Bolt,,,Dopey Swimming Goggles,Green Tongue Wavy Sassy,Pool Shirt,Green Spikes,,Pink,
2367,Tezzardz #2367,Peach,Green,Bolt,,,Gold Leaf Eye Patch,Straight Tongue Sad,Patterned Sweater,Purple Spikes,,,
2368,Tezzardz #2368,Pink,Green,Heavy Freckles,,,Cool Shades,Split Tongue Angry,Silk Shirt Blue,Green Spikes,,,
2369,Tezzardz #2369,Green,Green,Bolt,,$$,Hearts Shades,Straight Tongue Sad,Fk Yeh Sweater,Red Spikes,,,
2370,Tezzardz #2370,Blue,Purple,Heavy Freckles,,$,Monocle,Bent Tongue Feisty,Meditation Tee,Plain Black Spikes,,,
2371,Tezzardz #2371,Blue,Orange,Heavy Bolt,,$,Bad Eyesight Reybannes,Green Tongue Feisty,Pink Biker,Red Spikes,,,
2372,Tezzardz #2372,Blue,Purple,Heavy Bolt,,$,,Green Tongue Feisty,Tassle Jacket,Rare Frog Hat,Scar,,
2373,Tezzardz #2373,Yellow,Yellow,Freckles,Gold,,,Straight Tongue Sad,Tassle Jacket,Red Spikes,,,
2374,Tezzardz #2374,Purple,Yellow,Freckles,,,Plain Specs,Bent Tongue Feisty,,Red Spikes,Scar,,
2375,Tezzardz #2375,Yellow,White,Heavy,,$$$$,Flame Shades,Bent Tongue Feisty,Pink Biker,Yellow Spikes,,,
2376,Tezzardz #2376,Yellow,Red,Heavy,Bone,$,,Straight Tongue Sad,Patterned Sweater,Plain Black Spikes,,Pink,
2377,Tezzardz #2377,Purple,Orange,Purple,,$$,,Split Tongue Angry,Gardening Utility Belt,Plain Black Spikes,Scar,,
2378,Tezzardz #2378,Yellow,Green,Heavy Freckles,,$,Plain Specs,Straight Tongue Sad,Rainbow Onesie,Backwards Cap Jungle,,,
2379,Tezzardz #2379,Yellow,Red,Heavy Bolt,,,Plain Specs,Blue Tongue Wavy Not Amused,Silk Shirt Dark,Red Spikes,Scar,Pink,
2380,Tezzardz #2380,Pink,Purple,Heavy,Rainbow,$,,Split Tongue Pink Feisty,Silk Shirt Dark,Backwards Cap Flames,,,
2381,Tezzardz #2381,Peach,Purple,Bolt,,$,Hearts Shades,Split Tongue Feisty,Meditation Tee,Limited Spikes,,,
2382,Tezzardz #2382,Green,Green,Heavy Freckles,Rainbow,$,Gold Leaf Eye Patch,Split Tongue Angry,,Rainbow Spikes,Scar,,
2383,Tezzardz #2383,Yellow,Purple,Heavy Freckles,Rainbow,$$$$$,,Straight Tongue Sad,Ghost Tee,,Scar,,
2384,Tezzardz #2384,Peach,Green,Bolt,Bone,,,Bent Tongue Feisty,Tassle Jacket,Red Spikes,,,
2385,Tezzardz #2385,Peach,Green,Freckles,Rainbow,$,Hearts Shades,Dumb Tongue,Space Onesie,Limited Spikes,,,
2386,Tezzardz #2386,Yellow,Purple,Bolt,Bone,,Flame Shades,Straight Tongue Sad,Video Games Tee,Hunting Hat,,,
2387,Tezzardz #2387,Blue,Yellow,Bolt,,$,Plain Specs,Straight Tongue Feisty,Fk Yeh Sweater,Backwards Cap Jungle,,,
2388,Tezzardz #2388,Peach,Green,Heavy Freckles,,$,Plain Specs,Green Tongue Wavy Sassy,Ghost Tee,Green Spikes,,,
2389,Tezzardz #2389,Yellow,Green,Heavy Freckles,,$$,Tech Scope,Green Tongue Feisty,Tassle Jacket,Fancy Hat,,,
2390,Tezzardz #2390,Peach,Purple,Heavy Freckles,Bone,,Gold Leaf Eye Patch,Split Tongue Pink Feisty,Firework Utility Belt,,,,
2391,Tezzardz #2391,Blue,Yellow,Heavy Bolt,,$,Monocle,Straight Tongue Feisty,Gardening Utility Belt,Red Spikes,,,
2392,Tezzardz #2392,Purple,Purple,Heavy,Bone,,,Split Tongue Pink Feisty,Firework Utility Belt,Purple Spikes,,,
2393,Tezzardz #2393,Yellow,Orange,Heavy,,,,Split Tongue Feisty,,Red Spikes,,,
2394,Tezzardz #2394,Purple,Green,Heavy,,,Plain Specs,Split Tongue Pink Feisty,Fk Yeh Sweater,Purple Spikes,,,
2395,Tezzardz #2395,Yellow,Orange,Bolt,,$$$$,Hearts Shades,Split Tongue Feisty,Pool Shirt,Purple Spikes,Scar,,
2396,Tezzardz #2396,Peach,Red,Heavy Freckles,Gold,$$,Cool Shades,Straight Tongue Feisty,Video Games Tee,Jester Crown,,,
2397,Tezzardz #2397,Peach,Red,Heavy Freckles,Bone,$$,Disguise Glasses,Split Tongue Pink Feisty,Patterned Tee,Red Spikes,,,
2398,Tezzardz #2398,Purple,Green,Heavy,Bone,$$,,Split Tongue Pink Feisty,Rainbow Onesie,Green Spikes,,,
2399,Tezzardz #2399,Blue,Green,Freckles,Bone,$$$$$,Flame Shades,Split Tongue Angry,Silk Shirt Blue,,,,
2400,Tezzardz #2400,Peach,Purple,Freckles,,,,Straight Tongue Feisty,Patterned Sweater,Fancy Hat,,,
2401,Tezzardz #2401,Green,Red,Orange,Bone,,Cool Shades,Straight Tongue Feisty,,Plain Black Spikes,,,
2402,Tezzardz #2402,Yellow,Orange,Heavy Freckles,Bone,$$$$,,Tiny Face,Patterned Sweater,Rainbow Spikes,,Pink,
2403,Tezzardz #2403,Purple,Orange,Heavy Bolt,,$$,Joke Eyes Glasses,Bent Tongue Feisty,Patterned Tee,Fancy Hat,,,
2404,Tezzardz #2404,Purple,Green,Heavy,,$$,,Straight Tongue Feisty,Space Onesie,Limited Spikes,,,
2405,Tezzardz #2405,Peach,Purple,Heavy,Bone,$,Tech Scope,Blue Tongue Wavy Not Amused,Meditation Tee,Red Spikes,,,
2406,Tezzardz #2406,Green,Yellow,Bolt,Rainbow,,Joke Eyes Glasses,Split Tongue Feisty,Skulls Shell Suit,Rainbow Spikes,,,
2407,Tezzardz #2407,Yellow,Orange,Heavy Freckles,,$$,,Bent Tongue Feisty,,Red Spikes,,Green,
2408,Tezzardz #2408,Purple,Green,Heavy Bolt,,$$$$,Flame Shades,Straight Tongue Feisty,Patterned Sweater,,,Red,
2409,Tezzardz #2409,Yellow,Green,Red,,$,Flame Shades,Bent Tongue Feisty,,Limited Spikes,,,
2410,Tezzardz #2410,Peach,Orange,Heavy Freckles,Bone,$,Dopey Swimming Goggles,Straight Tongue Feisty,Silk Shirt Dark,Green Spikes,Scar,,
2411,Tezzardz #2411,Blue,White,Freckles,Bone,$$,,Straight Tongue Feisty,Ghost Tee,Backwards Cap,,,
2412,Tezzardz #2412,Yellow,Yellow,Bolt,,$,Bad Eyesight Reybannes,Green Tongue Feisty,Tassle Jacket,Purple Spikes,,,
2413,Tezzardz #2413,Yellow,Orange,Heavy Bolt,,$$$$,,Straight Tongue Sad,Gardening Utility Belt,Backwards Cap Jungle,,,
2414,Tezzardz #2414,Blue,Red,Heavy Freckles,,$,Cool Shades,Split Tongue Pink Feisty,Gardening Utility Belt,Purple Spikes,,,
2415,Tezzardz #2415,Yellow,Red,Heavy,,$$,,Split Tongue Angry,Tech Armour,Red Spikes,,Pink,
2416,Tezzardz #2416,Green,Purple,Green,Bone,$$$$,,Green Tongue Feisty,Space Onesie,Jester Crown,,,
2417,Tezzardz #2417,Purple,Purple,Heavy Freckles,Bone,$,Gold Leaf Eye Patch,Green Tongue Wavy Sassy,Fk Yeh Sweater,Backwards Cap Flames,Scar,,
2418,Tezzardz #2418,Blue,Red,Heavy Freckles,,$$$,Hearts Shades,Bent Tongue Feisty,Gardening Utility Belt,Yellow Spikes,,,
2419,Tezzardz #2419,Pink,Purple,Freckles,Bone,$$,Bad Eyesight Reybannes,Bent Tongue Feisty,Video Games Tee,Fancy Hat,,,
2420,Tezzardz #2420,Purple,Yellow,Bolt,Bone,$,Cool Shades,Split Tongue Pink Feisty,Video Games Tee,Purple Spikes,,,
2421,Tezzardz #2421,Blue,Purple,Heavy,Rainbow,$$,Flame Shades,Straight Tongue Feisty,Tassle Jacket,Fancy Hat,,,
2422,Tezzardz #2422,Peach,Yellow,Heavy,,,,Straight Tongue Sad,Silk Shirt Dark,Limited Spikes,,,
2423,Tezzardz #2423,Purple,Orange,Freckles,Gold,$,,Blue Tongue Wavy Not Amused,Fk Yeh Sweater,Plain Black Spikes,,,
2424,Tezzardz #2424,Pink,Purple,Heavy Freckles,,,Cool Shades,Split Tongue Angry,Fk Yeh Sweater,Party Pal Hat,,,
2425,Tezzardz #2425,Yellow,Green,Heavy Bolt,,,Joke Eyes Glasses,Green Tongue Feisty,Tassle Jacket,Red Spikes,,,
2426,Tezzardz #2426,Pink,Orange,Heavy Bolt,,$,Hearts Shades,Bent Tongue Feisty,Tech Armour,Hunting Hat,,,
2427,Tezzardz #2427,Yellow,Green,Heavy,,$,,Green Tongue Wavy Sassy,Meditation Tee,Red Spikes,,,
2428,Tezzardz #2428,Peach,Orange,Freckles,Rainbow,$$$$,Gold Leaf Eye Patch,Dumb Tongue,Tassle Jacket,Plain Black Spikes,,,
2429,Tezzardz #2429,Peach,Yellow,Heavy Freckles,Bone,$$,Disguise Glasses,Straight Tongue Feisty,Fk Yeh Sweater,Hunting Hat,,,
2430,Tezzardz #2430,Green,Orange,Heavy Freckles,,$$$,,Bent Tongue Feisty,Ghost Tee,Fancy Hat,,,
2431,Tezzardz #2431,Green,Red,Purple,Rainbow,$,,Split Tongue Angry,Meditation Tee,Rainbow Spikes,,,
2432,Tezzardz #2432,Pink,Red,Freckles,Rainbow,$$$$,Cool Shades,Blue Tongue Wavy Not Amused,Tassle Jacket,Hunting Hat,,,
2433,Tezzardz #2433,Pink,Yellow,Freckles,,$,Flame Shades,Blue Tongue Wavy Not Amused,Shrine Onesie,Backwards Cap Flames,,,
2434,Tezzardz #2434,Purple,Red,Heavy,,$,,Bent Tongue Feisty,Firework Utility Belt,Plain Black Spikes,,,
2435,Tezzardz #2435,Blue,Purple,Heavy Freckles,,$$$,Bad Eyesight Reybannes,Green Tongue Wavy Sassy,Fk Yeh Sweater,Sad Boi Cap,,,
2436,Tezzardz #2436,Purple,Yellow,Heavy Freckles,Bone,$$$$$,Hearts Shades,Straight Tongue Feisty,Video Games Tee,Sad Boi Cap,,,
2437,Tezzardz #2437,Pink,Orange,Bolt,Rainbow,$,Gold Leaf Eye Patch,Split Tongue Feisty,Tassle Jacket,Green Spikes,,,
2438,Tezzardz #2438,Pink,Green,Heavy Bolt,Bone,,Disguise Glasses,Split Tongue Angry,Patterned Tee,Backwards Cap Flames,,,
2439,Tezzardz #2439,Yellow,Red,Bolt,,$,,Straight Tongue Sad,Patterned Sweater,Green Spikes,,,
2440,Tezzardz #2440,Yellow,Orange,Heavy Freckles,,$,Bad Eyesight Reybannes,Split Tongue Feisty,Skulls Shell Suit,Purple Spikes,,,
2441,Tezzardz #2441,Pink,Green,Heavy Freckles,Bone,$$,Dopey Swimming Goggles,Bent Tongue Feisty,Silk Shirt Dark,Plain Black Spikes,Scar,Pink,
2442,Tezzardz #2442,Blue,Purple,Heavy,Rainbow,,Cool Shades,Split Tongue Pink Feisty,Fk Yeh Sweater,Backwards Cap Jungle,,,
2443,Tezzardz #2443,Blue,Green,Heavy,Bone,,Plain Specs,Straight Tongue Feisty,Permanent Vacation Tee,Limited Spikes,,,
2444,Tezzardz #2444,Pink,Orange,Bolt,Gold,$,Joke Eyes Glasses,Straight Tongue Feisty,Fk Yeh Sweater,Jester Crown,,,
2445,Tezzardz #2445,Blue,Orange,Bolt,Bone,$$$,Disguise Glasses,Straight Tongue Sad,Silk Shirt Blue,Backwards Cap Jungle,,,
2446,Tezzardz #2446,Blue,Green,Red,,$$$,Flame Shades,Dumb Tongue,Ghost Tee,Yellow Spikes,,,
2447,Tezzardz #2447,Green,Red,Heavy Freckles,Bone,$,,Tiny Face,Shrine Onesie,Purple Spikes,,,
2448,Tezzardz #2448,Green,White,Heavy Bolt,Bone,$$$,Cool Shades,Straight Tongue Feisty,Pink Biker,Sad Boi Cap,,Green,
2449,Tezzardz #2449,Purple,Orange,Heavy,Bone,$,Plain Specs,Blue Tongue Wavy Not Amused,,Red Spikes,,Green,
2450,Tezzardz #2450,Purple,Purple,Orange,Bone,,Monocle,Green Tongue Feisty,Shrine Onesie,Purple Spikes,,,
2451,Tezzardz #2451,Green,Purple,Bolt,Bone,$$$$,Tech Scope,Dumb Tongue,Patterned Sweater,Purple Spikes,,,
2452,Tezzardz #2452,Peach,Red,Heavy Freckles,Rainbow,$$$$,Tech Scope,Bent Tongue Feisty,Silk Shirt Blue,,,Pink,
2453,Tezzardz #2453,Pink,Orange,Heavy Freckles,,$,,Bent Tongue Feisty,Pink Biker,Yellow Spikes,,Pink,
2454,Tezzardz #2454,Green,Yellow,Heavy Bolt,Bone,$,Flame Shades,Straight Tongue Sad,Ghost Tee,Fancy Hat,,,
2455,Tezzardz #2455,Purple,Orange,Green,Bone,$,,Split Tongue Feisty,,Plain Black Spikes,,Pink,
2456,Tezzardz #2456,Blue,Orange,Heavy Freckles,Bone,$,Dopey Swimming Goggles,Split Tongue Angry,Shrine Onesie,Purple Spikes,,,
2457,Tezzardz #2457,Purple,White,Bolt,,$,Bad Eyesight Reybannes,Split Tongue Angry,Ghost Tee,Fancy Hat,,,
2458,Tezzardz #2458,Purple,Green,Red,,,Flame Shades,Straight Tongue Sad,Silk Shirt Dark,Green Spikes,,,
2459,Tezzardz #2459,Yellow,Red,Bolt,,$$$,Flame Shades,Green Tongue Wavy Sassy,Pink Biker,Purple Spikes,,,
2460,Tezzardz #2460,Peach,Green,Freckles,,,Cool Shades,Blue Tongue Wavy Not Amused,Patterned Sweater,Yellow Spikes,Scar,,
2461,Tezzardz #2461,Pink,Yellow,Bolt,,$,Cool Shades,Straight Tongue Feisty,Patterned Tee,Yellow Spikes,,,
2462,Tezzardz #2462,Peach,Orange,Purple,Bone,$,Cool Shades,Split Tongue Feisty,Ghost Tee,Backwards Cap,,,
2463,Tezzardz #2463,Yellow,Yellow,Heavy,Bone,$,Dopey Swimming Goggles,Dumb Tongue,Space Onesie,Yellow Spikes,,,
2464,Tezzardz #2464,Peach,Orange,Freckles,,$,Cool Shades,Dumb Tongue,Rainbow Onesie,Purple Spikes,,,
2465,Tezzardz #2465,Green,Green,Bolt,Bone,$,Flame Shades,Straight Tongue Feisty,Patterned Sweater,Purple Spikes,,Green,
2466,Tezzardz #2466,Blue,Yellow,Heavy Freckles,,,Monocle,Split Tongue Angry,Patterned Sweater,Plain Black Spikes,,,
2467,Tezzardz #2467,Purple,Orange,Heavy,Bone,$,Cool Shades,Split Tongue Feisty,Fk Yeh Sweater,Green Spikes,,,
2468,Tezzardz #2468,Peach,Red,Freckles,,$$,Flame Shades,Green Tongue Wavy Sassy,Video Games Tee,Backwards Cap Jungle,,,
2469,Tezzardz #2469,Peach,Purple,Heavy,Rainbow,$,,Dumb Tongue,Patterned Sweater,Purple Spikes,,,
2470,Tezzardz #2470,Purple,Yellow,Freckles,Gold,$$$,,Split Tongue Angry,Rainbow Onesie,Fancy Hat,,,
2471,Tezzardz #2471,Pink,Yellow,Heavy Bolt,Bone,$$,,Green Tongue Feisty,Tassle Jacket,Rainbow Spikes,,,
2472,Tezzardz #2472,Peach,Red,Bolt,Bone,$,Tech Scope,Straight Tongue Sad,Ghost Tee,Limited Spikes,,,
2473,Tezzardz #2473,Pink,Orange,Bolt,Bone,$,Cool Shades,Straight Tongue Feisty,Tassle Jacket,,,,
2474,Tezzardz #2474,Yellow,Purple,Freckles,,$,,Green Tongue Wavy Sassy,Silk Shirt Dark,Backwards Cap Flames,,,
2475,Tezzardz #2475,Yellow,Purple,Heavy Freckles,,$$$,Cool Shades,Split Tongue Feisty,Fk Yeh Sweater,Green Spikes,Scar,,
2476,Tezzardz #2476,Yellow,Green,Freckles,,,,Straight Tongue Sad,Silk Shirt Dark,Backwards Cap Flames,,,
2477,Tezzardz #2477,Peach,Orange,Bolt,,,Cool Shades,Green Tongue Wavy Sassy,Fkyencci Shirt,Backwards Cap Jungle,,Red,
2478,Tezzardz #2478,Peach,Red,Heavy Bolt,,$$,,Split Tongue Feisty,Silk Shirt Dark,,,Red,
2479,Tezzardz #2479,Green,Green,Heavy,,$,,Split Tongue Feisty,Patterned Sweater,Backwards Cap Flames,,Red,
2480,Tezzardz #2480,Yellow,Yellow,Freckles,,$$$$,Joke Eyes Glasses,Straight Tongue Feisty,Silk Shirt Dark,,,Red,
2481,Tezzardz #2481,Green,Green,Bolt,Gold,$$,Hearts Shades,Straight Tongue Sad,Fk Yeh Sweater,Yellow Spikes,,,
2482,Tezzardz #2482,Pink,Orange,Heavy,,$$$,Cool Shades,Green Tongue Feisty,Permanent Vacation Tee,Green Spikes,,,
2483,Tezzardz #2483,Green,Red,Heavy,Bone,$,Hearts Shades,Blue Tongue Wavy Not Amused,Ghost Tee,Yellow Spikes,,,
2484,Tezzardz #2484,Yellow,Green,Heavy Freckles,Bone,$,Cool Shades,Split Tongue Feisty,Patterned Sweater,,,,
2485,Tezzardz #2485,Green,Purple,Heavy,Gold,$$,Tech Scope,Split Tongue Angry,Patterned Sweater,Fancy Hat,,,
2486,Tezzardz #2486,Green,Red,Bolt,,$,,Blue Tongue Wavy Not Amused,Shrine Onesie,Purple Spikes,Scar,,
2487,Tezzardz #2487,Blue,Orange,Freckles,,$,Plain Specs,Straight Tongue Feisty,Video Games Tee,Party Pal Hat,,,
2488,Tezzardz #2488,Purple,Purple,Heavy Bolt,,$,Bad Eyesight Reybannes,Green Tongue Feisty,Silk Shirt Dark,Yellow Spikes,,,
2489,Tezzardz #2489,Green,White,Orange,Bone,$$,Plain Specs,Bent Tongue Feisty,Tech Armour,Yellow Spikes,,Green,
2490,Tezzardz #2490,Yellow,Red,Freckles,Bone,$$$,Joke Eyes Glasses,Green Tongue Feisty,Gardening Utility Belt,Limited Spikes,,,
2491,Tezzardz #2491,Green,Red,Heavy Bolt,Bone,$$,,Straight Tongue Feisty,Silk Shirt Dark,Yellow Spikes,Scar,,
2492,Tezzardz #2492,Pink,Green,Heavy Bolt,Gold,$,,Split Tongue Pink Feisty,Fk Yeh Sweater,,,,
2493,Tezzardz #2493,Blue,Orange,Heavy,Rainbow,$$,Cool Shades,Straight Tongue Feisty,Firework Utility Belt,Backwards Cap Flames,,,
2494,Tezzardz #2494,Yellow,Purple,Freckles,Rainbow,$,,Dumb Tongue,Fk Yeh Sweater,Fancy Hat,,,
2495,Tezzardz #2495,Peach,Green,Freckles,Bone,,,Split Tongue Feisty,Fk Yeh Sweater,Party Pal Hat,,,
2496,Tezzardz #2496,Peach,Red,Heavy,Bone,$,,Straight Tongue Sad,Silk Shirt Dark,Yellow Spikes,,Green,
2497,Tezzardz #2497,Green,Yellow,Heavy,,$,Plain Specs,Green Tongue Wavy Sassy,Patterned Sweater,Plain Black Spikes,Scar,Pink,
2498,Tezzardz #2498,Peach,Yellow,Heavy Freckles,Bone,$,Plain Specs,Straight Tongue Feisty,Fk Yeh Sweater,Green Spikes,,,
2499,Tezzardz #2499,Yellow,Orange,Heavy,Gold,$$$$,,Bent Tongue Feisty,Silk Shirt Blue,Purple Spikes,,,
2500,Tezzardz #2500,Pink,Yellow,Heavy Freckles,Bone,$$,Plain Specs,Split Tongue Angry,Patterned Sweater,Backwards Cap,,Pink,
2501,Tezzardz #2501,Pink,Green,Heavy,Bone,$$$$$,Flame Shades,Straight Tongue Sad,Tassle Jacket,,,,
2502,Tezzardz #2502,Purple,Yellow,Heavy,Bone,,Plain Specs,Straight Tongue Feisty,Rainbow Onesie,,,,
2503,Tezzardz #2503,Purple,Red,Heavy Freckles,Rainbow,,Joke Eyes Glasses,Dumb Tongue,Silk Shirt Dark,Fancy Hat,,,
2504,Tezzardz #2504,Purple,Red,Heavy Freckles,,,,Split Tongue Angry,Fk Yeh Sweater,Plain Black Spikes,,,
2505,Tezzardz #2505,Blue,Green,Heavy,Bone,$$,,Straight Tongue Feisty,Space Onesie,,,,
2506,Tezzardz #2506,Green,Purple,Heavy,Rainbow,$$$,Flame Shades,Straight Tongue Feisty,Silk Shirt Blue,Yellow Spikes,,,
2507,Tezzardz #2507,Green,Green,Freckles,Bone,$$$$,,Tiny Face,Shrine Onesie,Green Spikes,,,
2508,Tezzardz #2508,Purple,Purple,Heavy Freckles,Bone,$$$,Hearts Shades,Straight Tongue Sad,Meditation Tee,,,,
2509,Tezzardz #2509,Blue,Yellow,Freckles,Bone,$$$,Dopey Swimming Goggles,Straight Tongue Feisty,Ghost Tee,Red Spikes,,,
2510,Tezzardz #2510,Peach,Red,Heavy Freckles,Rainbow,,Flame Shades,Straight Tongue Feisty,Fk Yeh Sweater,Yellow Spikes,,,
2511,Tezzardz #2511,Purple,Yellow,Purple,,$$,Hearts Shades,Straight Tongue Feisty,Space Onesie,Purple Spikes,,,
2512,Tezzardz #2512,Pink,Green,Heavy Freckles,Rainbow,$$,Cool Shades,Green Tongue Feisty,Permanent Vacation Tee,Backwards Cap,,,
2513,Tezzardz #2513,Yellow,Purple,Heavy Freckles,Bone,$,,Green Tongue Feisty,Rainbow Onesie,Purple Spikes,,,
2514,Tezzardz #2514,Peach,Red,Bolt,Gold,$,Cool Shades,Bent Tongue Feisty,Silk Shirt Blue,Rainbow Spikes,Scar,,
2515,Tezzardz #2515,Yellow,Green,Heavy Freckles,Rainbow,$,Dopey Swimming Goggles,Bent Tongue Feisty,Patterned Sweater,Red Spikes,,,
2516,Tezzardz #2516,Pink,Red,Freckles,Bone,$$,Gold Leaf Eye Patch,Split Tongue Feisty,Permanent Vacation Tee,Purple Spikes,,,
2517,Tezzardz #2517,Purple,Yellow,Freckles,Gold,$$$$$,,Straight Tongue Feisty,Ghost Tee,Plain Black Spikes,Scar,,
2518,Tezzardz #2518,Peach,Yellow,Heavy,Bone,$$,,Bent Tongue Feisty,Space Onesie,Sad Boi Cap,,,
2519,Tezzardz #2519,Green,Yellow,Heavy Freckles,Bone,$,Tech Scope,Green Tongue Wavy Sassy,Pink Biker,Yellow Spikes,,,
2520,Tezzardz #2520,Purple,Yellow,Freckles,Rainbow,$,Flame Shades,Straight Tongue Sad,Ghost Tee,,,,
2521,Tezzardz #2521,Blue,Purple,Freckles,Bone,,Dopey Swimming Goggles,Split Tongue Feisty,Pink Biker,Purple Spikes,,,
2522,Tezzardz #2522,Blue,Green,Orange,,$$,,Green Tongue Feisty,Ghost Tee,Party Pal Hat,Scar,,
2523,Tezzardz #2523,Green,Yellow,Green,Bone,$$,Flame Shades,Split Tongue Feisty,Shrine Onesie,Jester Crown,,,
2524,Tezzardz #2524,Peach,Yellow,Freckles,Bone,$$,Plain Specs,Bent Tongue Feisty,Ghost Tee,Yellow Spikes,,,
2525,Tezzardz #2525,Blue,Green,Heavy Bolt,Bone,$$$$$,Cool Shades,Straight Tongue Feisty,Rainbow Onesie,Purple Spikes,,,
2526,Tezzardz #2526,Pink,Yellow,Heavy,Gold,,Plain Specs,Green Tongue Feisty,Gardening Utility Belt,,,,
2527,Tezzardz #2527,Yellow,Yellow,Heavy Bolt,Bone,$$$$,Joke Eyes Glasses,Straight Tongue Sad,Silk Shirt Dark,Green Spikes,,Red,
2528,Tezzardz #2528,Pink,Orange,Bolt,,$$$$,Flame Shades,Split Tongue Angry,Silk Shirt Dark,,,Pink,
2529,Tezzardz #2529,Purple,White,Heavy Bolt,Gold,$,Flame Shades,Green Tongue Feisty,Patterned Sweater,Rainbow Spikes,,,
2530,Tezzardz #2530,Peach,Yellow,Heavy Bolt,,$$,Disguise Glasses,Split Tongue Feisty,Space Onesie,Yellow Spikes,,,
2531,Tezzardz #2531,Blue,Purple,Heavy,,$$,Hearts Shades,Bent Tongue Feisty,Space Onesie,Green Spikes,,,
2532,Tezzardz #2532,Purple,Green,Freckles,,,Plain Specs,Split Tongue Feisty,Silk Shirt Blue,Yellow Spikes,,,
2533,Tezzardz #2533,Peach,Yellow,Freckles,,$,,Split Tongue Pink Feisty,Patterned Tee,Party Pal Hat,,,
2534,Tezzardz #2534,Peach,Red,Heavy,Bone,$,Joke Eyes Glasses,Split Tongue Pink Feisty,Tech Armour,Green Spikes,,,
2535,Tezzardz #2535,Pink,Purple,Heavy Bolt,Bone,$$,,Straight Tongue Sad,Patterned Sweater,Sad Boi Cap,,,
2536,Tezzardz #2536,Blue,Yellow,Heavy,,$$$$,Flame Shades,Green Tongue Wavy Sassy,Space Onesie,Sad Boi Cap,,,
2537,Tezzardz #2537,Blue,Red,Bolt,Bone,,Gold Leaf Eye Patch,Straight Tongue Sad,Meditation Tee,Fancy Hat,,,
2538,Tezzardz #2538,Green,Yellow,Heavy Bolt,,$$,Dopey Swimming Goggles,Straight Tongue Sad,Video Games Tee,,Scar,,
2539,Tezzardz #2539,Peach,Yellow,Heavy Bolt,Bone,$,Cool Shades,Straight Tongue Feisty,Ghost Tee,Party Pal Hat,,,
2540,Tezzardz #2540,Yellow,Purple,Heavy,Gold,$$,Plain Specs,Split Tongue Feisty,Silk Shirt Dark,Backwards Cap,,Red,
2541,Tezzardz #2541,Peach,Green,Heavy Freckles,,$$,Bad Eyesight Reybannes,Split Tongue Feisty,Fkyencci Shirt,Plain Black Spikes,,,
2542,Tezzardz #2542,Blue,Orange,Bolt,Rainbow,$,Flame Shades,Straight Tongue Feisty,Silk Shirt Dark,Green Spikes,,Red,
2543,Tezzardz #2543,Pink,Purple,Freckles,,$,,Split Tongue Angry,Ghost Tee,Backwards Cap Jungle,Scar,,
2544,Tezzardz #2544,Peach,Purple,Heavy Freckles,Bone,$$$,Hearts Shades,Split Tongue Angry,Permanent Vacation Tee,Red Spikes,,,
2545,Tezzardz #2545,Pink,Green,Heavy Bolt,,,Hearts Shades,Split Tongue Feisty,Rainbow Onesie,Hunting Hat,,,
2546,Tezzardz #2546,Blue,Red,Heavy,,$,,Dumb Tongue,Fk Yeh Sweater,Hunting Hat,,,
2547,Tezzardz #2547,Pink,Green,Heavy Bolt,Bone,$$,Cool Shades,Split Tongue Pink Feisty,Fk Yeh Sweater,Purple Spikes,,,
2548,Tezzardz #2548,Blue,Green,Heavy,,$,Gold Leaf Eye Patch,Green Tongue Feisty,Skulls Shell Suit,Hunting Hat,,,
2549,Tezzardz #2549,Green,Purple,Freckles,,$$$$,Flame Shades,Straight Tongue Sad,Patterned Sweater,Limited Spikes,,Pink,
2550,Tezzardz #2550,Purple,Purple,Heavy Freckles,,,Dopey Swimming Goggles,Blue Tongue Wavy Not Amused,Pool Shirt,Backwards Cap Jungle,,,
2551,Tezzardz #2551,Peach,Yellow,Heavy Freckles,Gold,$$$$,,Bent Tongue Feisty,Rainbow Onesie,Backwards Cap Flames,,,
2552,Tezzardz #2552,Peach,Green,Bolt,,$$$$$,,Split Tongue Angry,Silk Shirt Dark,Sad Boi Cap,,,
2553,Tezzardz #2553,Peach,Yellow,Freckles,,$$,,Dumb Tongue,Patterned Sweater,Purple Spikes,,,
2554,Tezzardz #2554,Blue,Green,Heavy Freckles,,$$$$,,Blue Tongue Wavy Not Amused,Ghost Tee,Limited Spikes,,,
