TOKEN_ID,TOKEN_NAME,Sex,Fur,Eyes,Eyewear,Top,Neck,Head,Mouth,Nose,Ears,Expression,Background,Music,Dance
5030,Brains,Male,Zombie (Grey),Dead,,,Gold Chain,Beanie,Medical Mask,,,Blank,Garden,Follow You,Side To Side
5031,,Female,Camo,Green (Dilated),,,Collar (Pink),FLUF Cap,Lipstick,Gold Ring,Steel Rings,Blank,Heaven,Back in the Burrow,Round
5032,Fluf Daddy,Male,Marshmellow,Brown,Aviators,,,,,Steel Ring,Gold Studs,Blank,Lambo,FLUF You Up,Side To Side
5033,,Male,Tiger,Brown,,Pink Jacket,Bowtie (Red),Propeller Hat,,Steel Ring,Gold Rings,Blank,Mansion,Eating Carrots in the Dark,Side Nod
5034,,Male,Grey,Fire,Star Glasses,,,Mullet (Black),Cigar,,,Mouth Open (Right),Dunes,Disco Rabbit,Side Nod
5035,,Male,Moody Blue,Cat (Blue),,Sign My Carrot Singlet,Lei,Afro (Ginger),Lollipop,Diamond Stud,,Mouth Open (Left),Lambo,Space Fluffle,Round
5036,Sabrina,Female,Peppermint,Green,Neon Glasses,Sign My Carrot Singlet,Collar (Pink),Propeller Hat,,Bone,,Sad,Forest,Coffee and Carrots,Subtle Nod
5037,,Male,Candy Floss,Red,,Black FLUF Singlet,Gold Chain,Cowboy Hat,Party Horn,Steel Ring,,Mouth Open (Left),Forest,FLUF You Up,Bob
5038,,Male,Peppermint,Cat (Brown),,Yellow Rabbit Singlet,,,Pipe,Steel Ring,Red Ribbon,Mouth Open (Right),Swamp,Rabbiton,Subtle Nod
5039,,Male,Tie Dye,Red,Cyberpunk Glasses,High Vis Vest,Dog Tags,,Lollipop,Bull Ring,Steel Rings & Studs,Mouth Open (Left),Star Explorer,Electric Carrots,Subtle Nod
5040,,Male,Highlighter,Purple,,,,Bandana,,Steel Stud,Steel Rings & Studs,Blank,Swamp,Follow You,Subtle Nod
5041,,Female,Cow,Brown,Neon Glasses,,Tie,Cowboy Hat,Cigarette,Steel Stud,Steel Studs,Mouth Open (Right),Gallery,Rabbiton,Side Nod
5042,,Female,Darkness,Blast,,Kimono,Collar (Pink),Army Helmet,,,Steel Studs,Blank,Beach,Back in the Burrow,Round
5043,,Female,Bully,Green,Sunglasses,Tie Dye Singlet,,Tuft (Black),,Gold Ring,,Smile + Wink,Markets,Rabbiton,Bob
5044,Flip,Male,Sandy,Green,Sunglasses,Black FLUF Singlet,Bowtie (Gold),Army Helmet,Joint,,,Mouth Open (Right),The Front,Wouldn't It Be,Side To Side
5045,,Male,Brown,Brown,,,Glowstick Necklace,FLUF Cap,Lip Piercings,Steel Stud,Gold Bows,Smile + Wink,Beach,Desert Digging,Side To Side
5046,,Female,Darkness,Fire,Fake Eyelashes,High Vis Vest,,Army Helmet,Lip Piercings,Gold Ring,,Wonder,Tiki,Follow You,Bob
5047,,Female,Candy Floss,Brown,Sunglasses,,Dog Tags,Propeller Hat,,,Gold Bows,Anger,Swamp,Eating Carrots in the Dark,Round
5048,God's Son,Male,Bully,Reptile (White),,Flannel Jacket,Peace Necklace,Devil Horns,,,,Blank,Heaven,Back in the Burrow,Round
5049,,Male,Moody Blue,Brown,Neon Glasses,Sign My Carrot Singlet,Clock Necklace,Mullet (Base),,,,Blank,Mansion,Follow You,Big Nod
5050,,Male,Orange,Green,Neon Glasses,,Tie,,,Bloody,Steel Rings & Studs,Blank,Markets,Ear Wobbler,Side Nod
5051,,Male,Tiger,Blue,Speed Glasses,,Peace Necklace,Tuft (Base),,,Steel Rings & Studs,Blank,Markets,Hop On By,Side Nod
5052,,Male,Candy Floss,Brown,Aviators,Yellow Rabbit Singlet,Lei,,Cigarette,Steel Stud,Steel Rings & Studs,Mouth Open (Right),Tiki,Back in the Burrow,Subtle Nod
5053,,Male,Ice Cream,Brown,Heart Glasses,FLUF Jacket,,Mullet (Black),Party Horn,Bull Ring,,Anger,Lambo,Reggae Rabbits,Big Nod
5054,,Female,Parrot,Red,,,,Flower Crown,Pacifier,Gold Stud,,Mouth Open (Middle),Mansion,Back in the Burrow,Side To Side
5055,,Male,Peppermint,Blue,Round Glasses,,,Mohawk (Red),Tongue Out,Bone,Steel Studs,Grin,Forest,Floating or Flying,Round
5056,,Female,Grey,Blue,Neon Glasses,Black FLUF Singlet,Lei,,Joint,Steel Ring,Gold Studs,Mouth Open (Right),Lambo,Reggae Rabbits,Groove
5057,Mr. Blackhawk,Male,Brown,Green (Dilated),,,,Mohawk (Black),Carrot,Gold Ring,Steel Studs,Mouth Open (Right),Heaven,Hop On By,Side Nod
5058,,Female,Honeycomb,Purple,,,FLUF Logo Chain,Afro (Base),,Gold Ring,,Blank,Heaven,Reggae Rabbits,Bob
5059,,Female,Black & White,Portal,,Red Balloon Singlet,,Afro (Ginger),Tongue Out,Steel Stud,FLUF Tag,Smile,Markets,Space Fluffle,Groove
5060,,Male,Sandy,Glowing White,Shutter Glasses,White Singlet,,Mohawk (Red),Joint,,Steel Rings & Studs,Mouth Open (Right),Swamp,Space Fluffle,Round
5061,,Male,Blue Blood,Red (Dilated),,,Bowtie (Gold),,Lollipop,Bull Ring,Red Ribbon,Mouth Open (Left),Dunes,Eating Carrots in the Dark,Side To Side
5062,,Male,Marshmellow,Brown,Steampunk Goggles,Black FLUF Singlet,Gold Chain,,Carrot,Clown Nose,,Mouth Open (Right),Dancing in the Shroomlight,Stardust,Side Nod
5063,,Female,Sandy,Reptile (Cream),Shutter Glasses,Yellow Rabbit Singlet,Lei,Sombrero,Lollipop,Bull Ring,Gold Studs,Anger,Beach,Hop On By,Side To Side
5064,,Male,Grey,Green,,,Bowtie (Gold),Cowboy Hat,Carrot,,Gold Rings & Studs,Mouth Open (Right),Lambo,Eating Carrots in the Dark,Side To Side
5065,China Eyed,Male,Red,Brown,,White Singlet,Bowtie (Red),Sombrero,Joint,Bone,Gold Rings,Mouth Open (Right) + Wink,Forest,Eating Carrots in the Dark,Big Nod
5066,,Male,Black & White,Dollars,,Leather Vest,,Gold Cap,Pipe,Gold Stud,FLUF Tag,Mouth Open (Right),Beach,Hop With Me,Side Nod
5067,,Female,Darkness,Dead,Aviators,,,,,Steel Ring,Steel Rings,Blank,Star Explorer,Wouldn't It Be,Bob
5068,,Male,Candy Floss,Blue,Round Glasses,,,,Lollipop,Steel Ring,FLUF Tag,Anger,Garden,Back in the Burrow,Bob
5069,,Female,Avatar,Heart (Blue),,Flannel Jacket,Bowtie (Red),,Pacifier,,Diamond Studs,Mouth Open (Middle) + Wink,Tiki,Disco Rabbit,Round
5070,,Male,Grey,Blue,Sunglasses,,Collar (Black),,Pipe,,Gold Rings,Mouth Open (Right),Swamp,Desert Digging,Bob
5071,,Male,Camo,Blue,Heart Glasses,,,Mullet (Base),Carrot,,Gold Rings,Mouth Open (Right),Spaceship,Hop With Me,Big Nod
5072,,Female,Orange,Blue,Round Glasses,Leather Vest,Gold Chain,Army Helmet,,Clown Nose,,Sad,Markets,Back in the Burrow,Subtle Nod
5073,,Male,Sandy,Brown,Shutter Glasses,High Vis Vest,Dog Tags,,,Clown Nose,Steel Rings,Blank + Wink,Gallery,Hop On By,Groove
5074,,Male,Darkness,Scribble,,Yellow Rabbit Singlet,,Sombrero,,,Gold Rings & Studs,Blank,Tiki,Back in the Burrow,Side To Side
5075,Bubbles,Female,Blue Blood,Purple,,Pink Jacket,,Birthday Hat,Pacifier,Bone,,Mouth Open (Middle) + Wink,Dunes,I Like to Party,Bob
5076,Holo to Heaven,Female,Holographic,Green,,FLUF Jacket,,,Lollipop,Bull Ring,Bandaged,Mouth Open (Left) + Wink,Heaven,FLUF You Up,Side To Side
5077,,Male,Candy Floss,Xs,Star Glasses,Yellow Rabbit Singlet,Collar (Pink),,Carrot,Diamond Stud,,Mouth Open (Right),Dunes,Hop On By,Subtle Nod
5078,,Male,Brown,Purple,,Sign My Carrot Singlet,,Mohawk (Red),Cigarette,Bone,Steel Rings & Studs,Mouth Open (Right),Forest,Eating Carrots in the Dark,Side Nod
5079,Jesse Metcalfe,Male,Moody Blue,Green,,Camo Jacket,,,Joint,Steel Ring,Steel Rings & Studs,Mouth Open (Right) + Wink,Forest,Electric Carrots,Big Nod
5080,,Male,Barney,Yellow,,Boob Tube,Peace Necklace,Mullet (Orange),Joint,Clown Nose,,Mouth Open (Right),Mystic Valley,Stardust,Bob
5081,,Female,Grey,Red (Dilated),,,VIP lanyard,Tuft (Black),,Bone,Gold Rings,Smile,Mansion,Dubhop,Round
5082,,Female,Sky,Blue,Star Glasses,,Bone Necklace,Conical Hat,Lollipop,Bull Ring,,Mouth Open (Left),Lambo,Floating or Flying,Side Nod
5083,,Female,Winter,Reptile (Cream),Fake Eyelashes,,Collar (Black),Beanie,Whistle,,Steel Rings & Studs,Mouth Open (Middle) + Wink,Tiki,Ear Wobbler,Groove
5084,,Male,Darkness,Dead,3D Glasses,Leather Vest,Dog Tags,,,Bone,,Anger,Swamp,Dubhop,Side Nod
5085,,Female,Grey,Reptile (White),,Pink Jacket,Bowtie (Gold),Tennis Hat,Lip Piercings,Bull Ring,,Smile,Mansion,Run Rabbit,Side Nod
5086,,Male,Smoothie,Brown,Safety Glasses,High Vis Vest,,,Whistle,Steel Stud,Steel Studs,Mouth Open (Middle),Dunes,Rabbiton,Side To Side
5087,,Male,Orange,Scribble,,Kimono,,Flower Crown,Whistle,Steel Stud,Steel Rings,Mouth Open (Middle),Gallery,Hop With Me,Side Nod
5088,,Male,Winter,Green (Dilated),,,Collar (Black),Propeller Hat,Cigarette,Gold Stud,Steel Rings & Studs,Mouth Open (Right),Markets,Disco Rabbit,Side To Side
5089,,Male,Tie Dye,Blue,Safety Glasses,Leather Vest,,Bandana,,,Gold Studs,Grin + Wink,Dunes,Space Fluffle,Side To Side
5090,,Female,Bully,Green,,Boob Tube,Glowstick Necklace,Flower Crown,Lipstick,Steel Ring,Steel Studs,Sad,Lambo,Back in the Burrow,Round
5091,The Easter Bunny,Male,Candy Floss,Xs,,,FLUF Logo Chain,,Demon Mask,,Steel Rings & Studs,Blank,Dancing in the Shroomlight,Messiah,Round
5092,,Female,Darkness,Dead,Deal With It Glasses,Boob Tube,Bowtie (Black),,,,Gold Bows,Blank,Tiki,Reggae Rabbits,Side Nod
5093,,Male,Winter,Scribble,,Black FLUF Singlet,Bowtie (Black),Tuft (Blonde),Joint,Clown Nose,FLUF Tag,Mouth Open (Right),Backalley,Beyond the Gates,Bob
5094,,Female,Sandy,Purple,,Sign My Carrot Singlet,,Afro (Black),Lollipop,,Steel Rings & Studs,Mouth Open (Left),Dunes,Run Rabbit,Side Nod
5095,,Male,Winter,Green,Round Glasses,Digital Camo Singlet,Bowtie (Gold),Afro (Black),,Steel Stud,Steel Rings,Sad,Markets,Eating Carrots in the Dark,Groove
5096,Harmony,Female,Sky,Blue,Speed Glasses,Digital Camo Singlet,Collar (Pink),,,Steel Ring,Steel Studs,Blank,Forest,Beyond the Gates,Side To Side
5097,,Female,Black & White,Brown,Sunglasses,White Singlet,Lei,,Cigarette,Steel Ring,Steel Studs,Mouth Open (Right) + Wink,Tiki,Coffee and Carrots,Side To Side
5098,,Male,Smoothie,Blue,,Flannel Jacket,Bowtie (Red),Mullet (Base),,Steel Ring,Steel Studs,Sad,Spaceship,Back in the Burrow,Side To Side
5099,,Female,Zombie (Red),Demon,,,,Afro (Base),Joint,Bone,Santa Hat,Mouth Open (Right),Beach,Disco Rabbit,Bob
5100,,Male,Blue Blood,Brown,Star Glasses,,Bowtie (Red),Mullet (Base),Lip Piercings,Gold Ring,Steel Rings & Studs,Smile,Garden,Follow You,Big Nod
5101,,Male,Winter,Blue,Star Glasses,,Clock Necklace,Conical Hat,Medical Mask,,Gold Bows,Blank,Beach,Run Rabbit,Round
5102,,Male,Camo,Portal,,Sign My Carrot Singlet,Collar (Black),Afro (Ginger),,Diamond Stud,Steel Studs,Blank + Wink,Gallery,Coffee and Carrots,Groove
5103,,Male,Grinch,Blue,,Pink Jacket,,Army Helmet,Pipe,Steel Ring,Steel Rings,Mouth Open (Right),Dunes,Run Rabbit,Round
5104,Nose Beers,Male,Black & White,Brown,,Tie Dye Singlet,Glowstick Necklace,Army Helmet,Party Horn,Bloody,,Mouth Open (Left),Backalley,FLUF You Up,Groove
5105,,Male,Black & White,Blue,,Holographic Jacket,,Mullet (Black),Carrot,,,Mouth Open (Right),Garden,Hop On By,Subtle Nod
5106,,Male,Ice Cream,Green,,Red Balloon Singlet,,,,Clown Nose,,Smile,Heaven,Hop With Me,Groove
5107,,Male,Red,Red (Dilated),,Camo Jacket,,,,Bull Ring,Diamond Studs,Smile,Tiki,Reggae Rabbits,Round
5108,,Male,Cheetah,Yellow,,High Vis Vest,Bowtie (Red),Mullet (Black),Party Horn,Steel Stud,,Mouth Open (Left) + Wink,Mansion,Rabbiton,Side Nod
5109,Belle Starr,Female,Raspberry Ripple,Brown,,Puffer Vest,Collar (Black),Pirate Hat,Party Horn,,,Mouth Open (Left),Forest,Beyond the Gates,Side To Side
5110,,Female,Sandy,Red (Dilated),Dive Goggles,Dress,Bowtie (Gold),Mohawk (Black),,Diamond Stud,,Smile,Tiki,Eating Carrots in the Dark,Bob
5111,Lady L.O.V.E.,Female,Brown,Heart (Red),,,Collar (Black),Propeller Hat,Lollipop,,Diamond Cross Earring,Mouth Open (Left) + Wink,Beach,L.O.V.E.,Groove
5112,,Female,Brown,Reptile (Cream),,Flannel Jacket,Lei,Sombrero,Medical Mask,,FLUF Tag,Blank,Lambo,Run Rabbit,Bob
5113,,Male,Winter,Reptile (White),,Leather Vest,Bone Necklace,Pirate Hat,,Bull Ring,Gold Rings,Blank + Wink,Forest,Desert Digging,Side Nod
5114,,Male,Sky,Fire,,Leather Vest,,Birthday Hat,,Steel Stud,,Blank,Forest,Space Fluffle,Round
5115,,Male,Brown,Purple,,Black FLUF Singlet,Bowtie (Red),Sun Visor,Cigarette,,Bandaged,Mouth Open (Right) + Wink,Heaven,I Like to Party,Side To Side
5116,,Male,Brown,Cat (Blue),,FLUF Jacket,,,Carrot,Gold Stud,Steel Rings,Mouth Open (Right),Markets,Floating or Flying,Side Nod
5117,,Female,Black & White,Green,,Dress,,Conical Hat,Joint,Clown Nose,Gold Studs,Mouth Open (Right) + Wink,Gallery,FLUF You Up,Side Nod
5118,,Male,Brown,Brown,Heart Glasses,Puffer Vest,,Pirate Hat,Pipe,,Steel Rings & Studs,Mouth Open (Right),Garden,Hop With Me,Side Nod
5119,,Female,Grey,Green,Round Glasses,,Bowtie (Red),Beanie,Cigarette,Bull Ring,,Mouth Open (Right),Swamp,Space Fluffle,Groove
5120,,Female,Zebra,Green,Fake Eyelashes,Dress,,Propeller Hat,Joint,Clown Nose,,Mouth Open (Right),Markets,Dubhop,Round
5121,,Male,Black & White,Green,Shutter Glasses,Puffer Vest,,,Pacifier,Bone,,Mouth Open (Middle),Heaven,Rabbiton,Side To Side
5122,,Female,Darkness,Portal,,,,Bandana,Cigarette,Steel Stud,Gold Studs,Mouth Open (Right),Heaven,Back in the Burrow,Groove
5123,,Male,Orange,Yellow,Shutter Glasses,Digital Camo Singlet,Bowtie (Red),Mohawk (Base),Pacifier,,,Mouth Open (Middle) + Wink,Dunes,Space Fluffle,Subtle Nod
5124,,Male,Blue Blood,Blue,Designer Glasses,Digital Camo Singlet,Dog Tags,Tuft (Black),,,,Sad,Dunes,Coffee and Carrots,Big Nod
5125,,Male,Zombie (Black),Inverted,,,Collar (Black),Beanie,Party Horn,Clown Nose,Steel Studs,Anger,Spaceship,Ear Wobbler,Groove
5126,,Male,Black & White,Yellow,Dive Goggles,Tie Dye Singlet,Bowtie (Gold),,Lollipop,,Santa Hat,Anger,Gallery,Follow You,Side To Side
5127,,Male,Sandy,Green (Dilated),,Digital Camo Singlet,Bowtie (Red),,Lollipop,,Steel Rings,Mouth Open (Left) + Wink,Forest,Hop On By,Groove
5128,,Male,Peppermint,Scribble,Star Glasses,Dress,Bowtie (Red),Afro (Ginger),,Steel Ring,Gold Rings,Smile,Gallery,Follow You,Side To Side
5129,,Female,Marshmellow,Cat (Brown),,White Singlet,,Mohawk (Black),Lollipop,Steel Ring,FLUF Tag,Mouth Open (Left),Markets,What the FLUF,Bob
5130,,Male,Brown,Green,Dive Goggles,Camo Jacket,Bowtie (Red),,Lipstick,,,Blank,Heaven,Rabbiton,Bob
5131,,Male,Sky,Blue,Fake Eyelashes,,Bowtie (Black),,Lollipop,Steel Stud,Gold Bows,Mouth Open (Left) + Wink,Mansion,Space Fluffle,Round
5132,,Female,Smoothie,Green (Dilated),,Sign My Carrot Singlet,Bowtie (Black),,Lip Piercings,,Gold Studs,Smile,Dunes,Disco Rabbit,Bob
5133,,Male,Grey,Thirties,Fake Eyelashes,,,Conical Hat,Cigarette,Bull Ring,Santa Hat,Mouth Open (Right),Lambo,Run Rabbit,Side To Side
5134,,Female,Raspberry Ripple,Cat (Brown),Star Glasses,FLUF Jacket,,,,,Red Ribbon,Blank,Backalley,Reggae Rabbits,Groove
5135,Walter White,Male,Winter,Green,,High Vis Vest,,,Mooncrust Pizza,,Steel Rings & Studs,Mouth Open (Middle),Backalley,Hop On By,Subtle Nod
5136,,Male,Parrot,Yellow,Dive Goggles,,Lei,,Joint,,Bit Ear,Mouth Open (Right),Backalley,Rabbiton,Big Nod
5137,Lil Uzi Vert,Male,Parrot,Purple,Dive Goggles,Leather Vest,,,Lip Piercings,Steel Ring,Steel Rings,Smile,Markets,Ear Wobbler,Bob
5138,,Male,Winter,Cat (Brown),,Digital Camo Singlet,FLUF Logo Chain,Tennis Hat,Cigar,Gold Stud,Steel Rings & Studs,Mouth Open (Right),Heaven,Follow You,Groove
5139,Chillio Covidio,Male,Grey,Red,,Digital Camo Singlet,Collar (Black),Tuft (Black),Medical Mask,,,Blank,Heaven,Follow You,Bob
5140,Proppy ,Male,Grey,Dollars,,FLUF Jacket,,Propeller Hat,Lollipop,Bull Ring,Diamond Studs,Mouth Open (Left),Garden,Space Fluffle,Subtle Nod
5141,,Female,Winter,Heart (Blue),,Boob Tube,Peace Necklace,Flower Crown,Lollipop,,,Mouth Open (Left),Swamp,Beyond the Gates,Round
5142,,Male,Marshmellow,Blue,Speed Glasses,Boob Tube,,Beanie,,Bone,Steel Rings,Smile,Forest,Hop On By,Subtle Nod
5143,,Male,Brown,Cat (Brown),,,Bowtie (Red),Mohawk (Base),Pipe,,Steel Rings,Mouth Open (Right) + Wink,Spaceship,Disco Rabbit,Bob
5144,,Male,Black & White,Heart (Red),,,Collar (Pink),,Lollipop,Bone,Steel Rings,Mouth Open (Left),Gallery,Coffee and Carrots,Subtle Nod
5145,,Male,Brown,Green,,Voxel Rabbit Singlet,,Gold Cap,Pacifier,Gold Stud,,Mouth Open (Middle),Lambo,Run Rabbit,Groove
5146,,Male,Zombie (Green),Demon,,,Bowtie (Black),Crown,,Bone,Steel Studs,Blank,Forest,Hop With Me,Side Nod
5147,,Female,Red,Scribble,Fake Eyelashes,Black FLUF Singlet,Bowtie (Black),,Party Horn,Steel Ring,,Mouth Open (Left),Lambo,Reggae Rabbits,Big Nod
5148,,Male,Sandy,Blue,Aviators,,Lei,Sombrero,Demon Mask,,,Blank,Beach,Space Fluffle,Side Nod
5149,,Female,Brown,Cat (Blue),,Pink Jacket,,,Cigarette,Steel Ring,Gold Rings,Mouth Open (Right) + Wink,Markets,Back in the Burrow,Side Nod
5150,THEFRENCHFARMER,Male,Red,Heart (Blue),,,,Conical Hat,Cigarette,Gold Ring,Steel Rings & Studs,Mouth Open (Right),Heaven,Run Rabbit,Subtle Nod
5151,,Female,Cheetah,Green,,,,,Joint,Steel Stud,FLUF Tag,Mouth Open (Right),Heaven,Floating or Flying,Big Nod
5152,,Male,Candy Floss,Green,Speed Glasses,Pink Jacket,Bone Necklace,Conical Hat,Pipe,Steel Ring,Steel Studs,Mouth Open (Right) + Wink,Lambo,Hop On By,Bob
5153,,Female,Grey,Blue,,Red Balloon Singlet,Collar (Black),,Lollipop,Steel Ring,,Anger,Beach,Ear Wobbler,Round
5154,,Male,Black & White,Fire,,Tie Dye Singlet,Bowtie (Gold),,Lollipop,Clown Nose,,Anger,Spaceship,I Like to Party,Big Nod
5155,,Male,Zombie (Black),Zombie,,,,Bandana,Medical Mask,,Steel Rings,Blank,Heaven,Reggae Rabbits,Groove
5156,,Male,Candy Floss,Fire,Star Glasses,Digital Camo Singlet,,Halo,,Bone,,Blank + Wink,Forest,Desert Digging,Round
5157,,Female,Sky,Green,,Puffer Jacket,,Mullet (Base),,Gold Ring,Steel Rings,Anger,Gallery,All I Need,Round
5158,,Male,Parrot,Brown,Designer Glasses,Leather Vest,Gold Chain,Cowboy Hat,,Steel Stud,Steel Studs,Blank,Garden,Desert Digging,Side Nod
5159,,Male,Blue Blood,Blue,Sunglasses,,VIP lanyard,Birthday Hat,Cigarette,,,Mouth Open (Right),Lambo,NFT (Instrumental),Round
5160,,Male,Bully,Purple,Shutter Glasses,,Bone Necklace,,Cigar,Bone,FLUF Tag,Mouth Open (Right),Mansion,Follow You,Big Nod
5161,,Male,Peppermint,Purple,Eye Patch,Boob Tube,Peace Necklace,Birthday Hat,Cigarette,Steel Ring,Steel Rings,Mouth Open (Right),Heaven,Desert Digging,Side To Side
5162,Snoop Fluf,Male,Black & White,Brown,Neon Glasses,,Gold Chain,,,Gold Stud,Gold Studs,Smile,Backalley,Ear Wobbler,Groove
5163,,Female,Black & White,Green (Dilated),,,Glowstick Necklace,Beanie,Lipstick,,Gold Rings & Studs,Blank,Forest,Disco Rabbit,Groove
5164,Lemonade Joe,Male,Black & White,Brown,,Black FLUF Singlet,Gold Dollar Chain,Beer Hat,,Steel Stud,Steel Rings,Blank + Wink,Markets,Beyond the Gates,Big Nod
5165,Lady Scarlett,Female,Ice Cream,Red,,Dress,Bowtie (Black),Tuft (Blonde),Cigar,Steel Ring,Steel Studs,Mouth Open (Right),Swamp,Ear Wobbler,Groove
5166,,Female,Brown,Purple,,Voxel Rabbit Singlet,Headphones,,Medical Mask,,,Blank,Gallery,What the FLUF,Groove
5167,,Female,Marshmellow,Dollars,,Yellow Rabbit Singlet,Headphones,,Pipe,,Steel Studs,Mouth Open (Right),Spaceship,I Like to Party,Round
5168,,Male,Zebra,Green,Bug Eye Glasses,FLUF Jacket,Peace Necklace,Birthday Hat,,,Gold Rings & Studs,Wonder,Spaceship,Ear Wobbler,Subtle Nod
5169,,Male,Zebra,Glowing White,,FLUF Jacket,Bowtie (Black),Conical Hat,Pipe,Steel Stud,Gold Rings,Mouth Open (Right),Garden,Reggae Rabbits,Bob
5170,,Male,Brown,Glowing White,,,,Army Helmet,Whistle,,Steel Studs,Mouth Open (Middle),Heaven,Electric Carrots,Groove
5171,,Male,Cow,Green,,Pink Jacket,,,,Gold Ring,Diamond Studs,Blank,Markets,Hop On By,Side To Side
5172,,Female,Red,Green,,Boob Tube,Collar (Pink),FLUF Cap,Lollipop,Bull Ring,Gold Rings,Anger,Swamp,Disco Rabbit,Side To Side
5173,,Female,Cow,Blue,Round Glasses,Black FLUF Singlet,Collar (Pink),Afro (Base),,,,Blank,Lambo,What the FLUF,Groove
5174,,Male,Bully,Red (Dilated),,,Clock Necklace,FLUF Cap,,,,Blank + Wink,Garden,Dubhop,Groove
5175,,Female,Orange,Green (Dilated),,,Bowtie (Gold),Bandana,Tongue Out,Bull Ring,,Grin,Dunes,Desert Digging,Side Nod
5176,,Male,Candy Floss,Dollars,,Pink Jacket,,Gold Cap,Whistle,,,Mouth Open (Middle),Mansion,Run Rabbit,Big Nod
5177,,Female,Zebra,Green,Sunglasses,Dress,Bowtie (Gold),Army Helmet,,,Bandaged,Blank,Garden,I Like to Party,Round
5178,,Male,Sandy,Green,Aviators,Digital Camo Singlet,,Sun Visor,Cigarette,,Bandaged,Mouth Open (Right) + Wink,Beach,Hop With Me,Side Nod
5179,,Male,Black & White,Green,,White Singlet,Gold Dollar Chain,Mohawk (Black),Cigarette,Bone,Steel Rings & Studs,Mouth Open (Right),Garden,Back in the Burrow,Bob
5180,,Male,Zebra,Blue,Dive Goggles,Camo Jacket,,,Party Horn,Bull Ring,Gold Rings,Anger,FLUF Haus Miami 2021,Coffee and Carrots,Groove
5181,sassyFLUF,Female,Parrot,Heart (Blue),,,Bowtie (Black),,Lollipop,Bull Ring,,Mouth Open (Left),Backalley,Back in the Burrow,Side To Side
5182,,Male,Zombie (Grey),Demon,Aviators,,Tie,Birthday Hat,Cigarette,,,Mouth Open (Right),Heaven,Space Fluffle,Groove
5183,,Female,Orange,Scribble,,,Collar (Black),Tuft (Blonde),Lollipop,Steel Stud,Red Ribbon,Anger,Dunes,Beyond the Gates,Bob
5184,,Female,Camo,Green,Aviators,Leather Vest,Collar (Black),Cowboy Hat,,Steel Stud,Steel Rings,Grin,Spaceship,Eating Carrots in the Dark,Groove
5185,,Female,Darkness,Dead,Bug Eye Glasses,,Peace Necklace,Sombrero,,Gold Stud,Bandaged,Sad,Tiki,Disco Rabbit,Subtle Nod
5186,,Female,Sandy,Green,,,Bone Necklace,Tuft (Base),,Gold Ring,,Blank,Gallery,Ear Wobbler,Bob
5187,,Male,Kanagawa,Portal,,Kimono,POTA Lanyard,,,,Gold Rings,Smile + Wink,Swamp,FLUF You Up,Bob
5188,,Male,Avatar,Fire,,,Peace Necklace,,Pipe,,Gold Studs,Mouth Open (Right),Mansion,Follow You,Side Nod
5189,,Male,Smoothie,Blue,Neon Glasses,,Bone Necklace,Mohawk (Red),Carrot,,,Mouth Open (Right) + Wink,Heaven,Ear Wobbler,Groove
5190,,Male,Red,Blue,Aviators,White Singlet,Bowtie (Black),Cowboy Hat,,Bull Ring,,Blank,Swamp,Dubhop,Bob
5191,Mia Khalifa,Female,Red,Green,,Sign My Carrot Singlet,,Cowboy Hat,,Bone,,Grin,Garden,Floating or Flying,Round
5192,,Male,Darkness,Reptile (White),,White Singlet,,Mullet (Black),Lollipop,Steel Stud,Bandaged,Mouth Open (Left) + Wink,Tiki,I Like to Party,Side To Side
5193,,Male,Pheonix,Green,,,Peace Necklace,,,Bull Ring,,Blank + Wink,Garden,Floating or Flying,Side To Side
5194,,Male,Orange,Blue,Round Glasses,Yellow Rabbit Singlet,,,Lip Piercings,Steel Ring,Steel Rings & Studs,Smile + Wink,Garden,Hop With Me,Big Nod
5195,,Female,Orange,Portal,,Kimono,Bowtie (Red),Beanie,Lollipop,Bull Ring,Steel Studs,Mouth Open (Left),Forest,Ear Wobbler,Bob
5196,,Female,Sandy,Cat (Brown),Fake Eyelashes,,,Birthday Hat,Carrot,Diamond Stud,Gold Rings,Mouth Open (Right),Lambo,Desert Digging,Side Nod
5197,,Male,Sandy,Glowing White,Aviators,,VIP lanyard,Mullet (Orange),Pacifier,Gold Stud,Red Ribbon,Mouth Open (Middle) + Wink,Beach,Desert Digging,Side To Side
5198,,Female,Candy Floss,Red,Fake Eyelashes,,Collar (Black),,Whistle,Bone,Steel Rings,Mouth Open (Middle),Lambo,I Like to Party,Bob
5199,Fluferson,Male,Orange,Brown,,Camo Jacket,Bowtie (Red),Tennis Hat,Whistle,,Steel Rings,Mouth Open (Middle),Mansion,Hop With Me,Groove
5200,,Female,Cow,Green,Neon Glasses,,Lei,,,,Steel Rings,Blank,Heaven,Rabbiton,Bob
5201,,Male,Darkness,Fire,Fake Eyelashes,Camo Jacket,,Halo,Pacifier,,Santa Hat,Mouth Open (Middle),Spaceship,Space Fluffle,Subtle Nod
5202,,Male,Sandy,Blue,,,Bowtie (Black),Beanie,Lollipop,Bull Ring,FLUF Tag,Mouth Open (Left),Spaceship,Rabbiton,Side Nod
5203,,Female,Moody Blue,Blue,,Holographic Jacket,Bowtie (Red),Holographic Cap,Joint,Bone,,Mouth Open (Right),Forest,Reggae Rabbits,Big Nod
