TOKEN_ID,TOKEN_NAME,Background,Bust,Head,Helmet,BustCover,Eyes,BaseDetail,Detail,EyesAccessory
2020,Angry Ape #2020,bg 35,aboriginal shaman bust,head checkered sage white,scifi white antennae helmet mask,,,,,
2021,Angry Ape #2021,bg 45,orange bust,head blue vapor,skull mask red teal,shirt blue,,,,
2022,Angry Ape #2022,bg 37,original bust,head white washed,,mad suspenders natural,,,,
2023,Angry Ape #2023,bg 41,yellow bust,head blue vapor,scifi white antennae helmet shield mask,,,,,
2024,Angry Ape #2024,bg 41,invert green bust,head sherbert bust,,,,,nose horns,
2025,Angry Ape #2025,bg 5,yellow bust,head hyper teal,,,,,,eyes lightning yellow
2026,Angry Ape #2026,bg 28,neon green bust,head joker,hellboy blue horns,,,,,
2027,Angry Ape #2027,bg 68,magenta bust,head blue vapor,skull mask red teal,bullet vest camo,,,,
2028,Angry Ape #2028,bg 66,orange bust,head striped white green,unicorn horn rainbow,,,,,
2029,Angry Ape #2029,bg 47,orange bust,head purple skin,,chain mail,,,,
2030,Angry Ape #2030,bg 4,orange bust,head checkered pink sage,skull mask red teal,,eyes green,headband black,,
2031,Angry Ape #2031,bg 21,blue goth bust,head yellow orange skin,,,,,,
2032,Angry Ape #2032,bg 40,aboriginal shaman bust,head green magenta,,,,,,patch x
2033,Angry Ape #2033,bg 67,green blue stripe bust,head pink vapor,roman helmet,sci fi soldier orange,,,earrings horns,
2034,Angry Ape #2034,bg 3,aboriginal soldier bust,head yellow bleached,roman helmet,karate black,,,nose ring,
2035,Angry Ape #2035,bg 37,white magenta bust,head teal,,,,,,
2036,Angry Ape #2036,bg 44,magenta bust,head red skin,mongol mohawk helmet,,,,,eyes lightning blue
2037,Angry Ape #2037,bg 1,neon green bust,head dark blue,cyber helmet alpha,assym belt black,,,,
2038,Angry Ape #2038,bg 49,mixed pink blue bust,head striped white magenta teal skin,demon mask jaw red,,eyes green,,,
2039,Angry Ape #2039,bg 45,magenta bust,head striped white electric blue,,bullet vest camo,,terminator full mouth,,
2040,Angry Ape #2040,bg 5,two face bust 2,head deep blue vapor,hellboy blue horns,,,,,
2041,Angry Ape #2041,bg 16,aboriginal dance bust,head striped blue orange,man bun,,,,,
2042,Angry Ape #2042,bg 4,aboriginal shaman bust,head striped white magenta,medival soldier helmet,,,,,
2043,Angry Ape #2043,bg 29,psyche bust,head og,,,,,,
2044,Angry Ape #2044,bg 21,original bust,head neon teal vapor,deer horns,,,,,
2045,Angry Ape #2045,bg 30,sherbert bust,head checkered black white,headphones black,,,,,
2046,Angry Ape #2046,bg 54,psyche bust,head dark blue,,,eyes glow green,,,
2047,Angry Ape #2047,bg 18,orange bust,head green red,bandana black,,,,,
2048,Angry Ape #2048,bg 16,metropolitan bust,head light orange vapor,skull mask teal,,eyes glow red,,,
2049,Angry Ape #2049,bg 4,rainbow pop bust,head hyper orange,,,,,,
2050,Angry Ape #2050,bg 15,yellow bust,head og,hellboy blue horns,mad max armor,,headband black,,
2051,Angry Ape #2051,bg 44,invert green bust,head orange wave skin,demon mask troll red,japanese soldier armor,,,,
2052,Angry Ape #2052,bg 52,original bust,head yellow orange skin,bandana yellow,cyborg orange,,,,
2053,Angry Ape #2053,bg 38,original bust,head neon orange og,,mad max armor,,,,
2054,Angry Ape #2054,bg 6,two face bust,head checkered red orange,scifi orange antennae mask helmet,,,,,
2055,Angry Ape #2055,bg 36,original bust,head yellow teal skin,hellboy red horns,,,terminator left side mouth,cigarette,
2056,Angry Ape #2056,bg 65,magenta bust,head blue desat,,shirt black,,,nose ring,
2057,Angry Ape #2057,bg 54,orange bust,head og,elk horns red,,,,,
2058,Angry Ape #2058,bg 52,yellow bust,head electric blue vapor,,,,,,
2059,Angry Ape #2059,bg 53,white yellow bust,head magenta bleached,,,,,,
2060,Angry Ape #2060,bg 64,yellow bust,head white yellow,scifi white antennae shield,,,,,
2061,Angry Ape #2061,bg 23,original bust,head checkered red pink,roman helmet,mad suspenders natural,,,,
2062,Angry Ape #2062,bg 44,original bust,head pink bleached,,,,,,
2063,Angry Ape #2063,bg 10,metropolitan bust,head green og,,,,,,
2064,Angry Ape #2064,bg 46,blue white stripe bust,head checkered orange sage,,,,,,
2065,Angry Ape #2065,bg 60,goth bust,head og,sith lord 6 horns red,,,,,
2066,Angry Ape #2066,bg 40,orange bust,head camo pink earth,,,,,,
2067,Angry Ape #2067,bg 28,neon sherbert bust,head bloody hand,,,,,,
2068,Angry Ape #2068,bg 24,original bust,head og,,cyborg orange,eyes glow green,,,
2069,Angry Ape #2069,bg 51,amazon bust,head checkered green sage,,,,,,
2070,Angry Ape #2070,bg 12,invert black bust,head purple purple,cyber helmet alpha,suspenders black,,,,
2071,Angry Ape #2071,bg 46,orange bust,head two face,,,,,,
2072,Angry Ape #2072,bg 52,original bust,head striped white yellow,hellboy red horns,,,,,
2073,Angry Ape #2073,bg 10,original bust,head blue tribe,bandana yellow,,,,,
2074,Angry Ape #2074,bg 13,neon green bust,head striped white electric blue,,shoulder guard metal,,,,
2075,Angry Ape #2075,bg 17,original bust,head pink bleached,medival soldier helmet,assym belt brown,,,,
2076,Angry Ape #2076,bg 67,invert faded bust,head checkered red magenta,,bullet vest camo,eyes glow magenta,,,
2077,Angry Ape #2077,bg 62,neon green bust,head white washed,samurai general helmet,sci fi soldier orange,,,,
2078,Angry Ape #2078,bg 19,invert hyper green bust,head amazonian soldier,,shirt mustard,,,,
2079,Angry Ape #2079,bg 50,aboriginal soldier bust,head seaweed vapor,,,,,,
2080,Angry Ape #2080,bg 47,original bust,head neon pink blue skin,bandana black,stripe shirt freddy,eyes happy,,,
2081,Angry Ape #2081,bg 67,orange bust,head white priest,,,,,,
2082,Angry Ape #2082,bg 38,rainbow pop bust,head og,,,,,,eyes lightning blue
2083,Angry Ape #2083,bg 18,invert blue bust,head green camo skin,roman helmet,suspenders green,eyes scar,,,
2084,Angry Ape #2084,bg 30,original bust,head og,sith lord 6 horns magenta,,eyes glow red,terminator full mouth,,
2085,Angry Ape #2085,bg 67,original bust,head green magenta,horns,,,,,
2086,Angry Ape #2086,bg 18,neon green bust,head two face,,,,,,
2087,Angry Ape #2087,bg 37,original bust,head yellow bleached,scifi white mask,,eyes scar,,,
2088,Angry Ape #2088,bg 62,sherbert bust,head light blue vapor,samurai soldier helmet,,,,,
2089,Angry Ape #2089,bg 66,magenta bust,head white priest,,,,,,
2090,Angry Ape #2090,bg 37,purple blue bust,head snow blue bleached,roman helmet,,,,,
2091,Angry Ape #2091,bg 3,two face bust,head green red,hellboy blue horns,,,,,
2092,Angry Ape #2092,bg 57,yellow bust,head og,deer horns,shirt blue,,,,
2093,Angry Ape #2093,bg 2,aboriginal general bust,head green blue,bandana black,bullet vest camo,,,,
2094,Angry Ape #2094,bg 40,purple blue bust,head camo,space suit,mad left shoulder leather red,,,,
2095,Angry Ape #2095,bg 63,velvet stripe bust,head og,hellboy red horns,,,,,
2096,Angry Ape #2096,bg 48,magenta bust,head purple camo skin,,japanese soldier armor,,,cigarette,
2097,Angry Ape #2097,bg 68,neon sherbert bust,head circle tribe,,japanese soldier armor,,,,
2098,Angry Ape #2098,bg 20,original bust,head og,,suspenders black,,,,
2099,Angry Ape #2099,bg 1,original bust,head og,samurai soldier helmet,,,,,
2100,Angry Ape #2100,bg 56,invert faded bust,head red skin,,suspenders dust,eyes magenta,,,patch happy face
2101,Angry Ape #2101,bg 57,death bust,head circle tribe,devil horns red,,,,,
2102,Angry Ape #2102,bg 16,invert green bust,head green red,jello blue,mad steel vest,,,,
2103,Angry Ape #2103,bg 15,amazon bust,head og,,,,,,
2104,Angry Ape #2104,bg 50,yellow bust,head og,sith lord 4 horns blue,suspenders black,eyes happy,,,
2105,Angry Ape #2105,bg 67,neon green bust,head green red,,,eyes happy,,,
2106,Angry Ape #2106,bg 2,psyche bust,head bloody warrior,skull mask red teal,,,,,
2107,Angry Ape #2107,bg 44,original bust,head neon orange og,medival soldier helmet,japanese soldier armor,,,,
2108,Angry Ape #2108,bg 38,neon green bust,head bloody priest,,suspenders black,,,,
2109,Angry Ape #2109,bg 52,original bust,head triangle white,,bullet vest camo,,,,
2110,Angry Ape #2110,bg 9,original bust,head rainbow pop,,,eyes glow magenta,,,
2111,Angry Ape #2111,bg 47,death bust,head og,,mad max armor,,,,
2112,Angry Ape #2112,bg 9,neon sherbert bust,head checkered red yellow,demon mask jaw black,,,,,
2113,Angry Ape #2113,bg 64,neon green bust,head striped white yellow,headphones black,,,,,
2114,Angry Ape #2114,bg 59,aboriginal shaman bust,head og,,,,,,
2115,Angry Ape #2115,bg 51,white red bust,head og,demon mask troll white,,eyes glow green,,,
2116,Angry Ape #2116,bg 16,neon sherbert bust,head green magenta,jello orange,,,,,
2117,Angry Ape #2117,bg 10,death bust,head blue desat,gas mask_02,bullet vest camo,,,,
2118,Angry Ape #2118,bg 56,orange bust,head striped light blue dark blue,,,,,,
2119,Angry Ape #2119,bg 57,original bust,head og,,,,,,
2120,Angry Ape #2120,bg 59,white red bust,head yellow orange skin,elk horns yellow,,,,,
2121,Angry Ape #2121,bg 51,original bust,head two face,headphones teal,mad left shoulder leather red,eyes glow green,,,
2122,Angry Ape #2122,bg 18,orange bust,head magenta bleached,,mad double shoulder leather brown,,,cigarette,
2123,Angry Ape #2123,bg 56,blue goth bust,head mixed pink blue,,,eyes glow green,,,
2124,Angry Ape #2124,bg 53,invert faded bust,head green red,,mad double shoulder spike,eyes glow lime,,,
2125,Angry Ape #2125,bg 27,orange bust,head white dark,skull mask red,shirt black,,,,
2126,Angry Ape #2126,bg 64,blue magenta bust,head light blue vapor,,,,,,
2127,Angry Ape #2127,bg 1,acid green orange bust,head electric blue vapor,,,,,,
2128,Angry Ape #2128,bg 30,orange bust,head striped orange teal,,mad steel vest,,,,
2129,Angry Ape #2129,bg 64,orange bust,head magenta og,,,,,,
2130,Angry Ape #2130,bg 67,original bust,head black contrast,,,,,,patch
2131,Angry Ape #2131,bg 6,orange bust,head triangle white,spin hat,,,,,
2132,Angry Ape #2132,bg 41,original bust,head purple camo skin,,,,terminator full mouth,,
2133,Angry Ape #2133,bg 33,invert faded bust,head striped teal orange,,,,,,
2134,Angry Ape #2134,bg 52,orange bust,head green red,,,eyes glow blue,,,
2135,Angry Ape #2135,bg 61,neon sherbert bust,head electric blue vapor,hellboy blue horns,assym belt brown,eyes glow blue,AAA headband red,,
2136,Angry Ape #2136,bg 16,yellow bust,head green blue,bandana black,shoulder guard copper,eyes glow red,,,
2137,Angry Ape #2137,bg 3,yellow bust,head blue tribe,mongol mohawk helmet,shoulder guard metal,,,,
2138,Angry Ape #2138,bg 2,orange bust,head og,,mongol knight,,,,
2139,Angry Ape #2139,bg 38,original bust,head black warrior,greek helmet,mad left shoulder leather brown,eyes glow blue,,earrings horns,
2140,Angry Ape #2140,bg 56,orange bust,head teal vapor,,,,,cigarette,
2141,Angry Ape #2141,bg 46,yellow bust,head snow blue bleached,,,eyes happy,,,
2142,Angry Ape #2142,bg 60,rainbow pop bust,head yellow og skin,,,,,,
2143,Angry Ape #2143,bg 40,original bust,head white vapor,WW1 helmet,,,,,
2144,Angry Ape #2144,bg 7,metropolitan bust,head checkered red green,,assym belt black,,,small piercings,eyes lightning green
2145,Angry Ape #2145,bg 20,neon sherbert bust,head og,,,eyes magenta,,,
2146,Angry Ape #2146,bg 24,sherbert bust,head hyper orange,,mad leather vest brown,,terminator left side mouth,,
2147,Angry Ape #2147,bg 29,neon green bust,head checkered pink sage,demon mask troll red,,,,cigarette,
2148,Angry Ape #2148,bg 20,blue goth bust,head checkered sage white,,sci fi soldier orange,,,,
2149,Angry Ape #2149,bg 9,original bust,head og,,mad left shoulder leather red,eyes glow magenta,,,
2150,Angry Ape #2150,bg 33,original bust,head light blue vapor,,dune red,eyes scar,,,
2151,Angry Ape #2151,bg 42,yellow bust,head blue,,mad left shoulder spike,,,,
2152,Angry Ape #2152,bg 18,invert faded bust,head striped white yellow,,mad suspenders natural,,,,
2153,Angry Ape #2153,bg 7,original bust,head sherbert bust,cyber helmet yellow,,eyes magenta,,,
2154,Angry Ape #2154,bg 12,white yellow bust,head yellow vapor,cyber helmet yellow,sci fi soldier orange,,,,
2155,Angry Ape #2155,bg 48,velvet stripe bust,head hyper yellow,sith lord 4 horns blue,sci fi soldier dust,,,,
2156,Angry Ape #2156,bg 56,amazon bust,head yellow orange skin,,warrior runt grey,,,,
2157,Angry Ape #2157,bg 47,acid green orange bust,head rainbow pop,,mad shot gun shell strap,,,,
2158,Angry Ape #2158,bg 17,invert hyper green bust,head og,,,eyes magenta dizzy,,,
2159,Angry Ape #2159,bg 61,blue goth bust,head deep blue vapor,,japanese soldier armor,,,,
2160,Angry Ape #2160,bg 36,original bust,head yellow og skin,,shirt black,eyes magenta dizzy,terminator skull left,,
2161,Angry Ape #2161,bg 24,aboriginal shaman bust,head neon green skin,,,eyes glow lime,,,
2162,Angry Ape #2162,bg 48,yellow bust,head striped blue magenta,mongol mohawk helmet,mad left shoulder leather brown,,,,
2163,Angry Ape #2163,bg 38,original bust,head og,sith lord 6 horns magenta,,,,,
2164,Angry Ape #2164,bg 66,orange bust,head striped blue magenta blue skin,sith lord 6 horns magenta,mad double shoulder spike,,,,
2165,Angry Ape #2165,bg 16,original bust,head green magenta,,mad double shoulder spike,eyes scar,,,
2166,Angry Ape #2166,bg 48,metropolitan bust,head og,space suit,,,,,
2167,Angry Ape #2167,bg 4,green stripe bust,head dark blue,,,,headband red,,
2168,Angry Ape #2168,bg 1,blue goth bust,head green red,demon mask troll white,,eyes glow lime,,,
2169,Angry Ape #2169,bg 20,metropolitan bust,head magenta og,,mad suspenders natural,,terminator skull left,nose horns,
2170,Angry Ape #2170,bg 7,orange bust,head blue vapor,elk horns yellow,shirt red,,,,
2171,Angry Ape #2171,bg 42,magenta bust,head purple purple,,sci fi soldier dust,,,,
2172,Angry Ape #2172,bg 19,white red bust,head tribal warrior,cyber helmet yellow,mad double shoulder spike,,,,
2173,Angry Ape #2173,bg 53,white yellow bust,head yellow orange skin,,bullet vest camo,,,,
2174,Angry Ape #2174,bg 61,death bust,head og,scifi orange antennae mask shield,hazmat yellow,,,,
2175,Angry Ape #2175,bg 24,neon sherbert bust,head orange rainbow vapor,cyber helmet blue,,,,,
2176,Angry Ape #2176,bg 57,original bust,head green blue,,sci fi soldier dust,eyes green,,,
2177,Angry Ape #2177,bg 41,goth bust,head bloody hand,,,eyes glow yellow,,,
2178,Angry Ape #2178,bg 53,orange bust,head white washed,,,,,,
2179,Angry Ape #2179,bg 36,neon green bust,head checkered black white,,dune red,,,,
2180,Angry Ape #2180,bg 23,magenta bust,head deep blue vapor,jello blue,,,,,
2181,Angry Ape #2181,bg 26,teal white stripe bust,head red skin,spin hat,,eyes glow magenta,,,
2182,Angry Ape #2182,bg 7,original bust,head snow blue bleached,cyber helmet alpha,,,,,
2183,Angry Ape #2183,bg 39,original bust,head black warrior,skull mask,,eyes scar,,nose bone,
2184,Angry Ape #2184,bg 63,neon green bust,head electric blue vapor,cyber helmet alpha,,eyes red,,,
2185,Angry Ape #2185,bg 62,orange bust,head yellow og skin,,,,,,
2186,Angry Ape #2186,bg 56,original bust,head pink vapor,,,,,,
2187,Angry Ape #2187,bg 11,magenta bust,head striped white magenta,medival soldier helmet,,eyes magenta dizzy,,,
2188,Angry Ape #2188,bg 33,psyche bust,head magenta og,headphones blue orange,,eyes glow magenta,,,
2189,Angry Ape #2189,bg 44,orange bust,head og,elk horns red,,,,,
2190,Angry Ape #2190,bg 4,magenta bust,head bloody shaman,cyber helmet blue,suspenders black,,,,
2191,Angry Ape #2191,bg 19,original bust,head white dark,,,,,,
2192,Angry Ape #2192,bg 45,original bust,head bloody priest,,japanese soldier armor,,,,
2193,Angry Ape #2193,bg 52,orange bust,head checkered red orange,cyber helmet orange,,,,,
2194,Angry Ape #2194,bg 13,original bust,head green red,bandana yellow,,,,,
2195,Angry Ape #2195,bg 2,sherbert bust,head triangle red,,,eyes green,,,
2196,Angry Ape #2196,bg 9,aboriginal shaman bust,head camo pink earth,skull mask teal,,,,,
2197,Angry Ape #2197,bg 63,goth bust,head og,headphones red,,eyes scar,,,
2198,Angry Ape #2198,bg 13,magenta bust,head green red,,,eyes scar,,small piercings,
2199,Angry Ape #2199,bg 10,orange bust,head white washed,demon mask troll white,,eyes glow yellow,,,
2200,Angry Ape #2200,bg 59,mixed pink blue bust,head green camo skin,,,,,,
2201,Angry Ape #2201,bg 35,invert blue bust,head green skin,roman helmet,,,,,eyes lightning teal
2202,Angry Ape #2202,bg 44,invert hyper green bust,head black contrast,,,,,,eyes lightning green
2203,Angry Ape #2203,bg 17,neon green bust,head hyper yellow,,mad max armor,eyes magenta dizzy,,,
2204,Angry Ape #2204,bg 28,invert blue bust,head black desat,,hazmat yellow,,,cigarette,
2205,Angry Ape #2205,bg 36,magenta bust,head orange rainbow vapor,,mad left shoulder spike,,,,
2206,Angry Ape #2206,bg 37,blue magenta bust,head purple purple,scifi blue antennae,mad double shoulder leather brown,,,,
2207,Angry Ape #2207,bg 20,metropolitan bust,head blue bleached,,mad left shoulder leather red,eyes glow red,,,
2208,Angry Ape #2208,bg 21,teal white stripe bust,head og,,karate black,eyes green,,,
2209,Angry Ape #2209,bg 38,sherbert bust,head orange wave skin,bandana white,cyborg orange,,,,
2210,Angry Ape #2210,bg 26,original bust,head green skin,,,,,,
2211,Angry Ape #2211,bg 21,neon sherbert bust,head yellow vapor,skull mask red teal,sci fi soldier orange,,,,
2212,Angry Ape #2212,bg 20,rainbow pop bust,head green blue,elk horns red,sci fi soldier orange,,,,
2213,Angry Ape #2213,bg 46,aboriginal soldier bust,head neon teal vapor,,,eyes glow yellow,,,
2214,Angry Ape #2214,bg 23,two face bust 2,head white yellow,bandana black,mad steel vest,eyes magenta dizzy,,,
2215,Angry Ape #2215,bg 42,invert green bust,head blue wave skin,,,,,,
2216,Angry Ape #2216,bg 6,yellow bust,head light blue vapor,,bullet vest camo,,,,eyes lightning yellow
2217,Angry Ape #2217,bg 56,orange bust,head white dark,,mad suspenders black,eyes happy,,,
2218,Angry Ape #2218,bg 24,rainbow pop bust,head camo grey,gas mask_02,bullet vest camo,eyes magenta,,,
2219,Angry Ape #2219,bg 59,original bust,head og,,,,,,
2220,Angry Ape #2220,bg 3,aboriginal dance bust,head bloody warrior,skull mask,,,,,
2221,Angry Ape #2221,bg 35,two face bust 2,head og,,,,terminator full mouth,small piercings,
2222,Angry Ape #2222,bg 4,orange bust,head electric blue vapor,,warrior runt brown,,,,
