TOKEN_ID,TOKEN_NAME,Mouth,Armor,Nose,Helmet,Weapon,Eyes,Background,Character,Galactic Clout,Facial Hair,Round Table
4895,Knights of Degen #4895,Joint,Overalls,Normal,Space Helmet - Silver,None,Green,Pink,Human,,,
4896,Knights of Degen #4896,Grin,Knights Armor - Other,Normal,Space Helmet - Gold,None,VR Headset - Other,Blue,Human,,,
4897,Knights of Degen #4897,Smile,Knights Armor - Other,Normal,Beanie - NY,None,Normal,Green,Robot,,,
4898,Knights of Degen #4898,Grin,HODL Tee,Nose Ring,Knights Helmet - Other,None,Blue,Yellow,Human,,,
4899,Knights of Degen #4899,Grin,Emperors Armor - Silver,Nose Ring,Valkyrie Helmet - Other,None,Normal,Blue,Robot,,,
4900,Knights of Degen #4900,Cigar,Emperors Armor - Other,Normal,Spartan Helmet - Other,Sword - Platinum,Normal,Teal,Robot,,,
4901,Knights of Degen #4901,Smile,Chainmail - Silver,Normal,Cloak - Other,None,Blue,Pink,Human,,,
4902,Knights of Degen #4902,Deadass,Chainmail - Other,Normal,Baseball Cap - Backwards - Other,None,Eyeblack,Yellow,Human,,,
4903,Knights of Degen #4903,Cigarette,Knights Armor - Silver,Normal,Spartan Helmet - Silver,Mightier Than,Tired AF,Yellow,Human,,,
4904,Knights of Degen #4904,Bubblegum,Suit - Business,Normal,Space Helmet - Gold,None,Green,Yellow,Human,,,
4905,Knights of Degen #4905,Pizza,Basketball Jersey,Normal,Sweatband - Other,None,Green,Red,Human,,,
4906,Knights of Degen #4906,Deadass,Chainmail - Silver,Normal,Cloak - Other,Mightier Than,Green,Pink,Human,,Mustache - Other,
4907,Knights of Degen #4907,Cigar,Chainmail - Other,Nose Ring,Guardian Helmet - Other,Notebook,Eyeblack,Purple,Human,,,
4908,Knights of Degen #4908,Deadass,Chainmail - Silver,Normal,Spartan Helmet - Silver,None,Eyeblack,Purple,Alien,Legendary,,
4909,Knights of Degen #4909,Smile,Apothecary,Nose Ring,Sweatband - Other,None,Wink,Red,Human,,,
4910,Knights of Degen #4910,Bubblegum,Leather Jacket,Normal,Valkyrie Helmet - Silver,None,Wink,Pink,Human,,,
4911,Knights of Degen #4911,Deadass,Chainmail - Gold,Normal,Headphones On - Other,None,Brown,Teal,Human,,,
4912,Knights of Degen #4912,Grin,Chainmail - Other,Normal,Beanie - Gold,None,Tired AF,Teal,Alien,,,
4913,Knights of Degen #4913,Tongue Out,Leather Jacket,Normal,Headphones On - Other,None,Blue,Purple,Human,,,
4914,Knights of Degen #4914,Smile,Queens Guard - Silver,Normal,Valkyrie Helmet - Other,Baseball Bat,Brown,Red,Human,,,
4915,Knights of Degen #4915,Cigar,Chainmail - Other,Normal,Headphones Off - Other,None,Eyeblack,Purple,Human,,,
4916,Knights of Degen #4916,Smile,Chainmail - Other,Normal,Baseball Cap - Backwards - Other,Phone,Green,Blue,Human,,,
4917,Knights of Degen #4917,Smile,Kings Guard Armor - Silver,Normal,Cloak - Other,Lightsaber - Blue,Blue,Red,Human,,,
4918,Knights of Degen #4918,Smile,Queens Guard - Silver,Normal,Valkyrie Helmet - Other,Sword - Silver,Wink,Pink,Human,,,
4919,Knights of Degen #4919,Grin,Emperors Armor - Silver,Normal,Knights Helmet - Silver,None,Tired AF,Blue,Robot,,,
4920,Knights of Degen #4920,Tongue Out,Chainmail - Silver,Normal,Knights Helmet - Other,Baseball Bat,Green,Red,Human,,,
4921,Knights of Degen #4921,Grin,Chainmail - Gold,Normal,Headphones On - Other,None,Tired AF,Teal,Human,,,
4922,Knights of Degen #4922,Smile,Chainmail - Silver,Normal,Spartan Helmet - Silver,None,3D Glasses,Yellow,Robot,Legendary,,
4923,Knights of Degen #4923,Grin,Chainmail - Other,Nose Ring,Crown - Other,None,Normal,Teal,Alien,Legendary,,
4924,Knights of Degen #4924,Smile,Knights Armor - Silver,Normal,Valkyrie Helmet - Other,Sword - Ruby,Tired AF,Pink,Alien,,,
4925,Knights of Degen #4925,Smile,Chainmail - Silver,Nose Ring,Beanie - Other,None,Normal,Teal,Alien,,,
4926,Knights of Degen #4926,Cigar,Chainmail - Silver,Normal,Guardian Helmet - Silver,None,Eyeblack,Red,Human,,,
4927,Knights of Degen #4927,Pizza,Emperors Armor - Silver,Nose Ring,Spartan Helmet - Gold,Mightier Than,Normal,Blue,Robot,,,
4928,Knights of Degen #4928,Grin,Jester,Normal,Guardian Helmet - Silver,Basketball,Bloodshot,Purple,Human,,,
4929,Knights of Degen #4929,Smile,Knights Armor - Silver,Normal,Valkyrie Helmet - Other,Sword - Neon,Normal,Pink,Robot,,,
4930,Knights of Degen #4930,Grin,Kings Guard Armor - Other,Normal,Cloak - Other,None,VR Headset - Other,Yellow,Human,,Sweet Stache - Other,
4931,Knights of Degen #4931,Grin,Space Suit - Other,Normal,Valkyrie Helmet - Other,None,Normal,Yellow,Alien,,,
4932,Knights of Degen #4932,Smile,Chainmail - Other,Nose Ring,Valkyrie Helmet - Silver,Notebook,Glasses,Blue,Human,,,
4933,Knights of Degen #4933,Deadass,Knights Armor - Other,Normal,Sweatband - Bald,Sword - Emerald,Heart Glasses,Yellow,Human,,Beard - Other,
4934,Knights of Degen #4934,Deadass,Suit - Party,Nose Ring,Sweatband - Hair,None,Tired AF,Yellow,Human,,Mustache - Red,
4935,Knights of Degen #4935,Deadass,Chainmail - Silver,Normal,Valkyrie Helmet - Silver,None,Eyeblack,Red,Human,,,
4936,Knights of Degen #4936,Tongue Out,Chainmail - Gold,Nose Ring,Cloak - Other,Ready to Rumble,Tired AF,Blue,Human,,,
4937,Knights of Degen #4937,Smile,Chainmail - Other,Normal,Valkyrie Helmet - Other,Mightier Than,Eyeblack,Purple,Human,,,
4938,Knights of Degen #4938,Smile,Suit - Business,Normal,Cloak - Other,None,Bloodshot,Pink,Human,,,
4939,Knights of Degen #4939,Smile,Chainmail - Other,Normal,Crown - Other,None,Tired AF,Blue,Robot,,Scruff,
4940,Knights of Degen #4940,Bubblegum,Emperors Armor - Silver,Normal,Baseball Cap - Backwards - Other,None,Normal,Pink,Robot,,,
4941,Knights of Degen #4941,Smile,Basketball Jersey,Normal,Spartan Helmet - Gold,Sword - Silver,Green,Purple,Human,,,
4942,Knights of Degen #4942,Smile,Chainmail - Silver,Normal,Valkyrie Helmet - Other,None,Normal,Red,Robot,,Beard - Other,
4943,Knights of Degen #4943,Deadass,Lazy Robe,Nose Ring,Crown - Other,Boxing Gloves,Tired AF,Blue,Human,,Mustache - Red,
4944,Knights of Degen #4944,Deadass,Leather Jacket,Normal,Valkyrie Helmet - Other,None,Wink,Yellow,Human,,,
4945,Knights of Degen #4945,Smile,Chainmail - Silver,Normal,Knights Helmet - Other,None,Heart Glasses,Green,Human,,,
4946,Knights of Degen #4946,Smile,Queens Guard - Other,Nose Ring,Knights Helmet - Other,Ready to Rumble,Wink,Yellow,Human,,,
4947,Knights of Degen #4947,Smile,Knights Armor - Silver,Nose Ring,Headphones Off - Other,None,Bloodshot,Teal,Alien,,,
4948,Knights of Degen #4948,Joint,Flannel Shirt,Normal,Baseball Cap - Other,Soccer Ball,Eyeblack,Red,Human,,,
4949,Knights of Degen #4949,Smile,Knights Armor - Silver,Nose Ring,Spartan Helmet - Silver,None,Green,Red,Human,,,
4950,Knights of Degen #4950,Joint,Knights Armor - Silver,Normal,Sweatband - Hair,None,Glasses,Blue,Human,,,
4951,Knights of Degen #4951,Deadass,Chainmail - Silver,Normal,Spartan Helmet - Other,None,Bloodshot,Yellow,Alien,,,
4952,Knights of Degen #4952,Wizard Beard - Other,Galactic Guard - Silver,Normal,Beanie - Other,None,Tired AF,Pink,Alien,,Mustache - Other,
4953,Knights of Degen #4953,Grin,Chainmail - Silver,Nose Ring,Cloak - Other,None,3D Glasses,Teal,Human,,Sweet Stache - Other,
4954,Knights of Degen #4954,Smile,Chainmail - Silver,Normal,Cloak - Other,None,Normal,Blue,Alien,,,
4955,Knights of Degen #4955,Deadass,Chainmail - Other,Nose Ring,Crown - Gold,Sword - Emerald,VR Headset - Gold,Yellow,Human,Legendary,,
4956,Knights of Degen #4956,Smile,Knights Armor - Silver,Normal,Fedora - Other,None,Heart Glasses,Red,Human,,,
4957,Knights of Degen #4957,Grin,Knights Armor - Other,Nose Ring,Sweatband - Bald,None,Tired AF,Blue,Human,,,
4958,Knights of Degen #4958,Tongue Out,Baseball Jersey,Nose Ring,Jester Cap,None,Bloodshot,Yellow,Human,,,
4959,Knights of Degen #4959,Cigar,Suit - Business,Nose Ring,Knights Helmet - Silver,Notebook,Tired AF,Yellow,Human,,,
4960,Knights of Degen #4960,Bubblegum,Leather Jacket,Nose Ring,Cowboy Hat - Party,None,Wink,Pink,Human,,,
4961,Knights of Degen #4961,Smile,Overalls,Normal,Spartan Helmet - Other,Phone,Blue,Red,Human,,,
4962,Knights of Degen #4962,Deadass,Chainmail - Other,Normal,Guardian Helmet - Silver,Hot Dog,Brown,Purple,Human,,,
4963,Knights of Degen #4963,Deadass,Emperors Armor - Silver,None,Space Helmet - Silver,Space Dog,Normal,Red,Robot,,,
4964,Knights of Degen #4964,Grin,Chainmail - Silver,Nose Ring,Knights Helmet - Other,None,Tired AF,Purple,Alien,,,
4965,Knights of Degen #4965,Vape,Basketball Jersey,Normal,Spartan Helmet - Silver,Sword - Silver,3D Glasses,Blue,Human,,,
4966,Knights of Degen #4966,Deadass,Chainmail - Other,Nose Ring,Guardian Helmet - Silver,None,Bloodshot,Yellow,Human,,,
4967,Knights of Degen #4967,Smile,Knights Armor - Other,Nose Ring,Cloak - Other,None,Normal,Purple,Robot,,Mustache - Other,
4968,Knights of Degen #4968,Smile,Torn Tee,Nose Ring,Spartan Helmet - Other,Basketball,Normal,Teal,Alien,,Beard - Other,
4969,Knights of Degen #4969,Grin,Overalls,Nose Ring,Sweatband - Bald,None,Blue,Red,Human,,,
4970,Knights of Degen #4970,Smile,Chainmail - Silver,Normal,Cowboy Hat - Other,Potion,3D Glasses,Yellow,Human,,,
4971,Knights of Degen #4971,Grin,Chainmail - Other,Normal,Guardian Helmet - Silver,None,Wink,Yellow,Human,,,
4972,Knights of Degen #4972,Grin,Chainmail - Other,Normal,Sweatband - Other,Hot Dog,Tired AF,Green,Human,,,
4973,Knights of Degen #4973,Smile,Torn Tee,Normal,Headphones Off - Other,Notebook,Eyeblack,Purple,Alien,,,
4974,Knights of Degen #4974,Grin,Chainmail - Other,Normal,Baseball Cap - Other,None,Tired AF,Red,Human,,,
4975,Knights of Degen #4975,Pizza,Space Suit - Other,Nose Ring,Beanie - Gold,None,Eyeblack,Blue,Alien,,,
4976,Knights of Degen #4976,Deadass,Chainmail - Silver,Normal,Knights Helmet - Silver,Soccer Ball,3D Glasses,Purple,Human,,,
4977,Knights of Degen #4977,Smile,Torn Tee,Normal,Cloak - Gold,None,Tired AF,Blue,Robot,,,
4978,Knights of Degen #4978,Smile,Queens Guard - Gold,Normal,Guardian Helmet - Other,Sword - Silver,Brown,Yellow,Human,,,
4979,Knights of Degen #4979,Pizza,Kings Guard Armor - Other,Normal,Headphones On - Other,None,Blue,Yellow,Human,,,
4980,Knights of Degen #4980,Grin,Leather Jacket,Normal,Guardian Helmet - Other,None,Tired AF,Pink,Human,,,
4981,Knights of Degen #4981,Grin,Knights Armor - Other,Nose Ring,Cowboy Hat - Other,Cash,3D Glasses,Blue,Human,,,
4982,Knights of Degen #4982,Pizza,Chainmail - Other,Normal,Guardian Helmet - Silver,None,Blue,Blue,Human,,,
4983,Knights of Degen #4983,Bubblegum,Referee,Normal,Headphones Off - Other,Phone,Wink,Purple,Human,,,
4984,Knights of Degen #4984,Smile,Knights Armor - Silver,Nose Ring,Headphones On - Other,Soccer Ball,Normal,Pink,Robot,,,
4985,Knights of Degen #4985,Smile,Queens Guard - Silver,Nose Ring,Crown - Other,Basketball,Brown,Teal,Human,,,
4986,Knights of Degen #4986,Pizza,Chainmail - Other,Normal,Knights Helmet - Silver,Soccer Ball,Purple,Blue,Human,,,
4987,Knights of Degen #4987,Vape,Apothecary,Normal,Knights Helmet - Silver,Liquid Courage,Bloodshot,Yellow,Human,,,
4988,Knights of Degen #4988,Smile,Chainmail - Other,Nose Ring,Beanie - Other,Beer,Green,Blue,Human,,,
4989,Knights of Degen #4989,Grin,Flannel Shirt,Normal,Cloak - Other,Sword - Silver,VR Headset - Other,Yellow,Human,,Sweet Stache - Other,
4990,Knights of Degen #4990,Vape,Leather Jacket,Nose Ring,Space Helmet - Silver,Mightier Than,Heart Glasses,Yellow,Human,,,
4991,Knights of Degen #4991,Smile,Chainmail - Silver,Normal,Cloak - Gold,None,Normal,Pink,Alien,,Beard - Other,
4992,Knights of Degen #4992,Deadass,Torn Tee,Normal,Knights Helmet - Other,None,Tired AF,Yellow,Human,,Beard - Other,
4993,Knights of Degen #4993,Grin,Kings Guard Armor - Silver,Normal,Sweatband - Bald,Mightier Than,Blue,Green,Human,,,
4994,Knights of Degen #4994,Smile,Chainmail - Gold,Normal,Crown - Other,None,Eyeblack,Purple,Human,,,
4995,Knights of Degen #4995,Cigar,Queens Armor - Silver,Normal,Knights Helmet - Silver,None,Brown,Teal,Human,,,
4996,Knights of Degen #4996,Grin,Knights Armor - Other,Normal,Headphones On - Other,Notebook,3D Glasses,Blue,Human,,,
4997,Knights of Degen #4997,Tongue Out,Queens Guard - Other,Normal,Valkyrie Helmet - Silver,None,Tired AF,Pink,Human,,,
4998,Knights of Degen #4998,Deadass,Chainmail - Other,Normal,Space Helmet - Silver,None,Tired AF,Pink,Human,,Beard - Other,
4999,Knights of Degen #4999,Grin,Suit - Business,Nose Ring,Spartan Helmet - Silver,Notebook,Green,Green,Human,,,
5000,Knights of Degen #5000,Pizza,Kings Guard Armor - Other,Normal,Spartan Helmet - Silver,Phone,Blue,Teal,Human,,,
5001,Knights of Degen #5001,Pizza,Chainmail - Other,Normal,Valkyrie Helmet - Gold,Sword - Aqua,Normal,Green,Alien,,,
5002,Knights of Degen #5002,Grin,Basketball Jersey,Normal,Knights Helmet - Other,None,Laser Eyes - Other,Pink,Human,,Sweet Stache - Other,
5003,Knights of Degen #5003,Deadass,Baseball Jersey,Normal,Fedora - Other,Cash,Eyeblack,Blue,Human,Legendary,,
5004,Knights of Degen #5004,Smile,Emperors Armor - Silver,None,Valkyrie Helmet - Other,Sword - Platinum,Normal,Red,Robot,,,
5005,Knights of Degen #5005,Grin,Chainmail - Other,Normal,Valkyrie Helmet - Other,Notebook,Normal,Purple,Alien,,,
5006,Knights of Degen #5006,Deadass,Chainmail - Silver,None,Sweatband - Other,None,Tired AF,Pink,Robot,,Mustache - Other,
5007,Knights of Degen #5007,Cigar,Chainmail - Silver,Normal,Guardian Helmet - Silver,None,Bloodshot,Pink,Human,,,
5008,Knights of Degen #5008,Cigarette,Apothecary,Normal,Guardian Helmet - Silver,Basketball,Green,Pink,Human,,,
5009,Knights of Degen #5009,Tongue Out,Jester,Normal,Headphones Off - Other,None,Bloodshot,Pink,Human,,,
5010,Knights of Degen #5010,Smile,Kings Guard Armor - Silver,Nose Ring,Beanie - Other,Liquid Courage,Tired AF,Red,Human,,,
5011,Knights of Degen #5011,Wizard Beard - Red,Chainmail - Other,Normal,Baseball Cap - Other,None,Normal,Pink,Alien,,,
5012,Knights of Degen #5012,Grin,Knights Armor - Silver,Normal,Cowboy Hat - Other,None,Bloodshot,Yellow,Human,,Sweet Stache - Other,
5013,Knights of Degen #5013,Pizza,None,Nose Ring,Cloak - Other,Liquid Courage,VR Headset - Other,Teal,Human,,,
5014,Knights of Degen #5014,Tongue Out,Flannel Shirt,Normal,Guardian Helmet - Silver,Hot Dog,Green,Teal,Human,,,
5015,Knights of Degen #5015,Pizza,Kings Guard Armor - Other,Nose Ring,Cowboy Hat - Other,Sword - Silver,Glasses,Green,Human,,,
5016,Knights of Degen #5016,Pizza,Chainmail - Gold,Normal,Knights Helmet - Silver,Hot Dog,Green,Teal,Human,,,
5017,Knights of Degen #5017,Grin,Knights Armor - Other,Normal,Crown - Silver,None,Blue,Teal,Human,,Sweet Stache - Other,
5018,Knights of Degen #5018,Deadass,Kings Armor - Silver,Nose Ring,Space Helmet - Silver,None,Normal,Blue,Robot,,,
5019,Knights of Degen #5019,Grin,Kings Guard Armor - Other,Normal,Spartan Helmet - Silver,None,Tired AF,Purple,Human,,,
5020,Knights of Degen #5020,Smile,Chainmail - Gold,Nose Ring,Space Helmet - Silver,None,Wink,Green,Human,,,
5021,Knights of Degen #5021,Smile,Chainmail - Other,Normal,Knights Helmet - Other,None,Eyeblack,Purple,Robot,,,
5022,Knights of Degen #5022,Grin,Knights Armor - Other,Nose Ring,Cowboy Hat - Other,None,Wink,Teal,Human,,,
5023,Knights of Degen #5023,Deadass,Kings Guard Armor - Silver,Nose Ring,Knights Helmet - Silver,None,Brown,Green,Human,,Beard - Other,
5024,Knights of Degen #5024,Vape,Kings Guard Armor - Silver,Normal,Space Helmet - Gold,Sword - Emerald,VR Headset - Other,Teal,Human,,,
5025,Knights of Degen #5025,Smile,Knights Armor - Silver,Normal,Crown - Gold,None,Brown,Yellow,Human,,,
5026,Knights of Degen #5026,Smile,Torn Tee,Normal,Beanie - Other,Sword - Neon,Eyeblack,Purple,Robot,,,
5027,Knights of Degen #5027,Smile,Queens Armor - Gold,Normal,Knights Helmet - Other,None,3D Glasses,Blue,Human,,,
5028,Knights of Degen #5028,Smile,Kings Guard Armor - Silver,Normal,Cloak - Other,Boxing Gloves,Brown,Purple,Human,,,
5029,Knights of Degen #5029,Grin,Chainmail - Gold,Normal,Knights Helmet - Other,None,Heart Glasses,Purple,Robot,,Mustache - Other,
5030,Knights of Degen #5030,Deadass,Overalls,Normal,Cloak - Other,Beer,Bloodshot,Green,Human,Legendary,Mustache - Other,
5031,Knights of Degen #5031,Grin,Chainmail - Silver,Normal,Space Helmet - Silver,None,Bloodshot,Teal,Human,,,
5032,Knights of Degen #5032,Grin,HODL Tee,Normal,Guardian Helmet - Other,None,Brown,Pink,Human,,,
5033,Knights of Degen #5033,Cigarette,Kings Guard Armor - Other,Normal,Sweatband - Bald,Notebook,3D Glasses,Teal,Human,,,
5034,Knights of Degen #5034,Pizza,Kings Guard Armor - Silver,Nose Ring,Cloak - Other,Mightier Than,Bloodshot,Red,Human,,,
5035,Knights of Degen #5035,Grin,Chainmail - Other,Normal,Valkyrie Helmet - Silver,Notebook,Green,Pink,Human,,,
5036,Knights of Degen #5036,Smile,Knights Armor - Silver,Normal,Cloak - Other,None,Tired AF,Pink,Human,,,
5037,Knights of Degen #5037,Joint,Chainmail - Other,Nose Ring,Baseball Cap - Other,None,Brown,Red,Human,,,
5038,Knights of Degen #5038,Tongue Out,Queens Armor - Gold,Normal,Headphones Off - Other,Cash,Green,Purple,Human,,,
5039,Knights of Degen #5039,Bubblegum,Chainmail - Silver,Normal,Cloak - Other,Space Dog,Normal,Teal,Robot,,Sweet Stache - Other,
5040,Knights of Degen #5040,Smile,Chainmail - Gold,Normal,Knights Helmet - Silver,None,Normal,Blue,Robot,,,
5041,Knights of Degen #5041,Smile,Queens Guard - Other,Normal,Cloak - Other,None,Purple,Teal,Human,,,
5042,Knights of Degen #5042,Grin,Chainmail - Other,Nose Ring,Cloak - Other,None,Tired AF,Blue,Human,,Sweet Stache - Other,
5043,Knights of Degen #5043,Smile,Kings Guard Armor - Other,Normal,Space Helmet - Gold,Sword - Silver,Brown,Green,Human,,,
5044,Knights of Degen #5044,Bubblegum,Knights Armor - Silver,Nose Ring,Spartan Helmet - Silver,Diamond Hands,Green,Pink,Human,,,
5045,Knights of Degen #5045,Grin,Torn Tee,Normal,Spartan Helmet - Other,Basketball,Bloodshot,Green,Alien,,Beard - Other,
5046,Knights of Degen #5046,Bubblegum,Emperors Armor - Silver,Normal,Crown - Gold,None,Normal,Blue,Robot,,,
5047,Knights of Degen #5047,Grin,Basketball Jersey,Normal,Space Helmet - Silver,Notebook,Green,Red,Human,,Sweet Stache - Other,
5048,Knights of Degen #5048,Grin,Chainmail - Other,Normal,Spartan Helmet - Silver,Mightier Than,Green,Purple,Human,,,
5049,Knights of Degen #5049,Smile,Chainmail - Silver,Normal,Headphones Off - Other,None,Wink,Red,Human,,,
5050,Knights of Degen #5050,Grin,Chainmail - Silver,Normal,Baseball Cap - Other,Sword - Silver,Glasses,Blue,Human,,Sweet Stache - Other,
5051,Knights of Degen #5051,Grin,Emperors Armor - Silver,None,Spartan Helmet - Silver,Space Dog,Normal,Blue,Robot,,,
5052,Knights of Degen #5052,Grin,Chainmail - Other,Normal,Headphones Off - Other,None,Tired AF,Blue,Human,,,
5053,Knights of Degen #5053,Smile,Emperors Armor - Other,Normal,Knights Helmet - Gold,None,Normal,Pink,Robot,,Beard - Other,
5054,Knights of Degen #5054,Grin,Chainmail - Other,Normal,Fedora - Other,Beer,Brown,Red,Human,,,
5055,Knights of Degen #5055,Pizza,Hawaiian Shirt,Normal,Knights Helmet - Silver,None,Green,Purple,Human,,,
5056,Knights of Degen #5056,Grin,Emperors Armor - Other,Normal,Space Helmet - Other,None,Normal,Green,Robot,Legendary,,
5057,Knights of Degen #5057,Deadass,Knights Armor - Other,Normal,Valkyrie Helmet - Other,Sword - Platinum,Normal,Purple,Robot,,Mustache - Other,
5058,Knights of Degen #5058,Vape,Kings Guard Armor - Gold,Nose Ring,Cloak - Other,None,Glasses,Green,Human,,,
5059,Knights of Degen #5059,Pizza,Suit - Other,Normal,Guardian Helmet - Other,None,Wink,Purple,Human,,,
5060,Knights of Degen #5060,Deadass,Kings Armor - Silver,Normal,Spartan Helmet - Other,None,Tired AF,Pink,Robot,,,
5061,Knights of Degen #5061,Pizza,Chainmail - Silver,Normal,Sweatband - Other,None,Normal,Blue,Robot,,,
5062,Knights of Degen #5062,Grin,Emperors Armor - Other,Normal,Spartan Helmet - Silver,Sword - Platinum,Normal,Pink,Robot,,,
5063,Knights of Degen #5063,Cigar,Chainmail - Other,Normal,Knights Helmet - Gold,None,Normal,Blue,Robot,,,
5064,Knights of Degen #5064,Cigar,Flannel Shirt,Normal,Knights Helmet - Silver,Beer,Blue,Pink,Human,,,
5065,Knights of Degen #5065,Deadass,Knights Armor - Silver,Normal,Knights Helmet - Other,None,Normal,Purple,Robot,,,
5066,Knights of Degen #5066,Cigar,Kings Armor - Other,Normal,Spartan Helmet - Other,None,Normal,Yellow,Robot,,,
5067,Knights of Degen #5067,Smile,Chainmail - Other,Nose Ring,Knights Helmet - Silver,None,Blue,Red,Human,,,
5068,Knights of Degen #5068,Joint,Chainmail - Silver,Normal,Cowboy Hat - Other,Sword - Emerald,Tired AF,Yellow,Human,,,
5069,Knights of Degen #5069,Smile,Basketball Jersey,Normal,Guardian Helmet - Other,None,Purple,Teal,Human,,,
5070,Knights of Degen #5070,Grin,Queens Guard - Silver,Normal,Headphones Off - Other,None,Eyeblack,Red,Human,,,
5071,Knights of Degen #5071,Smile,Chainmail - Other,Nose Ring,Valkyrie Helmet - Silver,Hot Dog,Eyeblack,Purple,Human,,,
