TOKEN_ID,TOKEN_NAME,NAME,BACKGROUND,FUR,EYES,CLOTHING,HAIR,MOUTH,PIERCINGS,NECKLACE,HANDBAGS
5272,Desperate ApeWife #5272,,Pumpkin,Camouflage,Awake,Policewoman Shirt,Puffy Hair,Thinking,Gold Heart Earings,Bow Tie,
5273,Desperate ApeWife #5273,,Watermelon,Red Wine,Sweet,White and Black Shirt,Nun,Juvederm LA,,,
5274,Desperate ApeWife #5274,,Watermelon,Camouflage,Reading Glasses,White and Black Shirt,Curly Dark Hair,Desperate Peach,,,
5275,Desperate ApeWife #5275,,Mustard,Ocean Sand,Stoned,White Blazer,Short Wild Brown Hair,Desperate Cigarette,Gold Heart Earings,,
5276,Desperate ApeWife #5276,,Blueberry,Ocean Sand,Awake,Wedding Dress,Pink Pixie,Desperate,Double Loop Earings,Chupa Chups,
5277,Desperate ApeWife #5277,,Mustard,Gold,Stoned,White Lingirie,Marie Hair,Desperate,,,
5278,Desperate ApeWife #5278,,Mint,Tan,Awake,White and Black Shirt,Curly Dark Hair,Thinking,Gold Heart Earings,,
5279,Desperate ApeWife #5279,,Ice,Charcoal,Staring,Bikini Red,Short Wild Brown Hair,Pout,Multipul Earrings,Tennis Necklace,
5280,Desperate ApeWife #5280,,Mustard,Ocean Sand,Happy,Musk Jacket,Long Black Hair,Thinking,Double Loop Earings,,
5281,Desperate ApeWife #5281,,Oyster,Charcoal,Cupid,Maroon Bra,Puffy Hair,Open Lollipop,,Gold Chain,
5282,Desperate ApeWife #5282,,Macaroon,Banana,Closed,Policewoman Shirt,Short Wild Brown Hair,Desperate Cigarette,Single Loop Earings,,
5283,Desperate ApeWife #5283,,Oyster,Ocean Sand,Crying,Cleopatra,Tiara,Tongue Out Gummy Bear,,,
5284,Desperate ApeWife #5284,,Blueberry,Peach,Cupid,Bikini Red,Bride Veil,Desperate,Gold Heart Earings,,
5285,Desperate ApeWife #5285,,Mustard,Peach,Sunglasses High Fashion ,Sport Bra,Blonde Ponytails Hair,Desperate,,Tennis Necklace,
5286,Desperate ApeWife #5286,,Watermelon,Sky,Stoned Gold Eye Shadow,Gold Cone Bra,Pop Hair,Smile Diamond Grill,,,
5287,Desperate ApeWife #5287,,Macaroon,Tattoos,Cupid,Leather Jacket,Snow Hair,Desperate Cigarette,Double Loop Earings,Chupa Chups,
5288,Desperate ApeWife #5288,,Eggplant,Sky,Staring,Sequin Dress,Curly Dark Hair,Smile,,Chupa Chups,
5289,Desperate ApeWife #5289,,Blueberry,Charcoal,Happy,Bikini Red,Snow Hair,Tongue Out Gummy Bear,,Elegant Scarf,
5290,Desperate ApeWife #5290,,Blueberry,Tiger,Awake,White Lingirie,Princess,Desperate,,Leopard Scarf,
5291,Desperate ApeWife #5291,,Blueberry,Ocean Sand,Angry,Cleopatra,Red Beret,Desperate,Double Loop Earings,,
5292,Desperate ApeWife #5292,,Macaroon,Peach,Crying,Fairy Dress,Anna Hair,Desperate,,Multiple Necklaces,
5293,Desperate ApeWife #5293,,Pumpkin,Peach,Staring,White and Black Shirt,Bride Veil,Desperate,Double Loop Earings,Pearls,
5294,Desperate ApeWife #5294,,Mint,Tattoos,Stoned,Fairy Dress,Snow Hair,Desperate,Multipul Earrings,,
5295,Desperate ApeWife #5295,,Mustard,Tan,Sunglasses Cyclops,Leather Jacket,Bunny Ears,Desperate,Multipul Earrings,Multiple Necklaces,
5296,Desperate ApeWife #5296,,H2O,Peach,Awake,J Jacket,Baseball Cap,Tongue Out Gummy Bear,,,
5297,Desperate ApeWife #5297,,Mint,Camouflage,LA Eyes,J Jacket,Puffy Hair,Desperate Peach,Gold Heart Earings,,
5298,Desperate ApeWife #5298,,Pumpkin,Peach,Awake,Naughty Schoolgirl,Police Hat,Smile Gold Grill,Diamond Earings,,
5299,Desperate ApeWife #5299,,Ice,Ocean Sand,Staring,Lois Top,Short Wild Brown Hair,Desperate Peach,Multipul Earrings,,
5300,Desperate ApeWife #5300,,Blueberry,Sky,Stoned,Cleopatra,DAW Cap,Juvederm,,,
5301,Desperate ApeWife #5301,,Mint,Banana,Sunglasses High Fashion ,White Buttoned Shirt,Pink Bandana,Desperate Pink,,,
5302,Desperate ApeWife #5302,,Oyster,Banana,Hypnosis,Sport Bra,Bucket Hat,Desperate Cigarette,,Chupa Chups,
5303,Desperate ApeWife #5303,,Oyster,Ocean Sand,Sunglasses Retro Red,White Lingirie,Marilyn Hair,Desperate Piercings,,Ape Beaded Necklace,
5304,Desperate ApeWife #5304,,Oyster,Charcoal,Sunglasses High Fashion ,DAW T Shirt,Princess,Thinking Teal,,Gold Chain,
5305,Desperate ApeWife #5305,,Oyster,Ocean Sand,Cupid,Rock T shirt,Police Hat,Pout Whistle,Cherry Earings,,
5306,Desperate ApeWife #5306,,Eggplant,Charcoal,Awake,DAW T Shirt,Long Black Hair,Juvederm,,Gold Chain,
5307,Desperate ApeWife #5307,,Mint,Charcoal,Awake,Rock T shirt,Nurse Hat,Desperate,,Ape Beaded Necklace,
5308,Desperate ApeWife #5308,,Watermelon,Giraffe,Staring,Alice Shirt,Snow Hair,Thinking,,Pearls,
5309,Desperate ApeWife #5309,,Watermelon,Tan,Crying,Sport Top,Curly Blonde Hair,Smile,,Gold Chain,
5310,Desperate ApeWife #5310,,Ice,Charcoal,Stoned,DAW T Shirt,Puffy Hair,Desperate Peach,Double Loop Earings,Ape Beaded Necklace,
5311,Desperate ApeWife #5311,,Watermelon,Charcoal,Sunglasses Pixel,DAW T Shirt,Bucket Hat,Desperate,,Tennis Necklace,
5312,Desperate ApeWife #5312,,Watermelon,Tan,Happy,Kimono,Snow Hair,Lip Bite,Gold Heart Earings,,
5313,Desperate ApeWife #5313,,Pumpkin,Bubble gum,Staring,Cleopatra,Red Bandana,Desperate Piercings,Single Loop Earings,PEACE Pendant,
5314,Desperate ApeWife #5314,,Eggplant,Floral,Crying,Maroon Bra,Curly Blonde Hair,Desperate Peach,,,
5315,Desperate ApeWife #5315,,Watermelon,Ocean Sand,Staring,Synthetic Fur Coat,Strawberry Blonde Wave Hair,Pout,Multipul Earrings,,
5316,Desperate ApeWife #5316,,Watermelon,Charcoal,Happy,Sport Top,Red Bandana,Pout,Diamond Earings,Ape Beaded Necklace,
5317,Desperate ApeWife #5317,,Blueberry,Zebra,Mutant,Rock T shirt,Alice Hair,Desperate Rose,,Tennis Necklace,
5318,Desperate ApeWife #5318,,Mint,Peach,Sunglasses Clubmasters,White Buttoned Shirt,Halo,Tongue Out,,,
5319,Desperate ApeWife #5319,,Eggplant,Tan,Awake,Lingerie,Strawberry Blonde Wave Hair,Desperate,,Gold Chain,
5320,Desperate ApeWife #5320,,Oyster,Peach,Sunglasses Butterfly,Sequin Dress,Flower Crown,Thinking,Single Loop Earings,Pearls,
5321,Desperate ApeWife #5321,,Oyster,Tan,Hypnosis,Lingerie,Halo,Smile Dental Braces,,,
5322,Desperate ApeWife #5322,,Macaroon,Snow White,Sunglasses Gold Aviators ,Maroon Bra,Long Black Hair,Desperate,,,
5323,Desperate ApeWife #5323,,Mint,Charcoal,Sunglasses Clubmasters,Tie Dye,Short Wild Brown Hair,Smile,,Pearls,
5324,Desperate ApeWife #5324,,Oyster,Banana,Crying,Sport Top,Red Beret,Juvederm,Cherry Earings,,
5325,Desperate ApeWife #5325,,Ice,Charcoal,Staring,Risky T shirt,Red Beret,Desperate Make Up,,Multiple Necklaces,
5326,Desperate ApeWife #5326,,Mint,Snow White,Staring,J Jacket,Halo,Desperate,,,
5327,Desperate ApeWife #5327,,Blueberry,Ocean Sand,Mutant,Pink Nightie,Strawberry Blonde Wave Hair,Desperate Peach,,,
5328,Desperate ApeWife #5328,,Oyster,Camouflage,Sunglasses High Fashion ,Leather Jacket,Princess,Desperate Piercings,Gold Heart Earings,White Scarf,
5329,Desperate ApeWife #5329,,Ice,Snow White,Sunglasses Rave,Sport Top,Baseball Cap,Desperate Pink,Single Loop Earings,Chupa Chups,
5330,Desperate ApeWife #5330,,H2O,Sky,Closed,Sport Top,Earphones,Desperate Peach,,,
5331,Desperate ApeWife #5331,,Blueberry,Charcoal,Happy,Sequin Dress,Blonde Ponytails Hair,Desperate,Diamond Earings,Elegant Scarf,
5332,Desperate ApeWife #5332,,Oyster,Bubble gum,Staring,J Jacket,Safari Hat,Desperate,Double Loop Earings,,
5333,Desperate ApeWife #5333,,Mint,Tiger,Stoned,White Lingirie,Tiara,Desperate Cigarette,,Yellow Diamond,
5334,Desperate ApeWife #5334,,Pumpkin,Silver,Staring,Bikini Red,Pink Bandana,Pout Whistle,Double Loop Earings,,
5335,Desperate ApeWife #5335,,Mint,Sky,Happy,Bikini Red,Nurse Hat,Smile,Gold Heart Earings,Leopard Scarf,
5336,Desperate ApeWife #5336,,Blueberry,Banana,Closed,Pink Nightie,Pink Bandana,Desperate,,Pearls,
5337,Desperate ApeWife #5337,,H2O,Tan,Crying,Leather Jacket,Strawberry Blonde Wave Hair,Flirt,,Elegant Scarf,
5338,Desperate ApeWife #5338,,Pumpkin,Camouflage,Happy,Wedding Dress,Towel,Juvederm,Multipul Earrings,Gold Chain,
5339,Desperate ApeWife #5339,,Oyster,Gold,Masquerade Mask,Rock T shirt,Puffy Hair,Desperate Rose,Double Loop Earings,,
5340,Desperate ApeWife #5340,,Macaroon,Charcoal,Angry,Wedding Dress,Marilyn Hair,Desperate,Double Loop Earings,,
5341,Desperate ApeWife #5341,,Blueberry,Tan,Cupid,Alice Shirt,Pink Pixie,Flirt,Diamond Earings,,
5342,Desperate ApeWife #5342,,Pumpkin,Tan,Sunglasses Butterfly,Rock T shirt,Red Bandana,Desperate,,Gold Chain,
5343,Desperate ApeWife #5343,,H2O,Zebra,DAW VR,Fairy Dress,Bride Veil,Thinking,Cherry Earings,,
5344,Desperate ApeWife #5344,,Mint,Bubble gum,Happy,Lois Top,Puffy Hair,Desperate Cigarette,,,
5345,Desperate ApeWife #5345,,Mustard,Snow White,Stoned Gold Eye Shadow,Towel,Puffy Hair,Thinking,,,
5346,Desperate ApeWife #5346,,Mustard,Zebra,Mutant,White Buttoned Shirt,Red Beret,Desperate,Single Loop Earings,White Scarf,
5347,Desperate ApeWife #5347,,Eggplant,Charcoal,Stoned Gold Eye Shadow,White and Black Shirt,Short Wild Brown Hair,Desperate Pink,Gold Heart Earings,,
5348,Desperate ApeWife #5348,,Ice,Zebra,Crying,Musk Jacket,Short Wild Brown Hair,Smile Gold Grill,,,
5349,Desperate ApeWife #5349,,Mustard,Camouflage,Mutant,Bikini LA,Marilyn Hair,Desperate Piercings,,,Small Bag
5350,Desperate ApeWife #5350,,Ice,Ocean Sand,Mutant,Fairy Dress,Puffy Hair,Desperate,Single Loop Earings,Gold Chain,
5351,Desperate ApeWife #5351,,Blueberry,Zebra,Sunglasses Rave,White Buttoned Shirt,Beanie,Juvederm,Diamond Earings,Gold Chain,
5352,Desperate ApeWife #5352,,Oyster,Charcoal,Sunglasses Clubmasters,DAW T Shirt,Alice Hair,Desperate Pink,,,
5353,Desperate ApeWife #5353,,Blueberry,Tropical,Happy,Musk Jacket,Puffy Hair,Desperate Cigarette,,,
5354,Desperate ApeWife #5354,,Pumpkin,Camouflage,Sweet,Kimono,Pink Bandana,Open Lollipop,Single Loop Earings,,
5355,Desperate ApeWife #5355,,Mustard,Bubble gum,Stoned,Tie Dye,Nurse Hat,Desperate Piercings,,Royal Scarf,
5356,Desperate ApeWife #5356,,Blueberry,Tattoos,Awake,Lingerie,Nurse Hat,Angry,,Gold Chain,
5357,Desperate ApeWife #5357,,Eggplant,Tiger,Staring,White Buttoned Shirt,Curly Blonde Hair,Juvederm Deep Red,,Ape Beaded Necklace,
5358,Desperate ApeWife #5358,,Macaroon,Sky,Sunglasses High Fashion ,Maroon Bra,Bucket Hat,Smile,,Royal Scarf,
5359,Desperate ApeWife #5359,,Macaroon,Tropical,Stoned Gold Eye Shadow,DAW T Shirt,Patrice Hair,Pout Pink,Single Loop Earings,,
5360,Desperate ApeWife #5360,,Blueberry,Snow White,Sweet,Sport Top,Short Wild Brown Hair,Desperate Rose,Multipul Earrings,Chupa Chups,
5361,Desperate ApeWife #5361,,Eggplant,Tan,Mutant,DAW Yoga Top,Marilyn Hair,Desperate Piercings,,Gold Chain,
5362,Desperate ApeWife #5362,,Mustard,Tan,Stoned,White Lingirie,Minerva,Desperate Peach,,Elegant Scarf,
5363,Desperate ApeWife #5363,,Macaroon,Bubble gum,Awake,DAW T Shirt,Bride Veil,Pout,Cherry Earings,,
5364,Desperate ApeWife #5364,,Macaroon,Sky,Sunglasses High Fashion ,Cleopatra,Curly Blonde Hair,Desperate Pink,,,
5365,Desperate ApeWife #5365,,Pumpkin,Snow White,Awake,Pink Nightie,Police Hat,Tongue Out,,Ape Beaded Necklace,
5366,Desperate ApeWife #5366,,Ice,Camouflage,Staring,White Buttoned Shirt,Police Hat,Desperate Pink,Gold Heart Earings,Tennis Necklace,
5367,Desperate ApeWife #5367,,Oyster,Tattoos,Awake,Red Dress,Blonde Ponytails Hair,Desperate,Multipul Earrings,Royal Scarf,
5368,Desperate ApeWife #5368,,Pumpkin,Charcoal,Awake,Policewoman Shirt,Marilyn Hair,Smile,Single Loop Earings,,
5369,Desperate ApeWife #5369,,Pumpkin,Red Wine,Sweet,Risky T shirt,Pink Bandana,Desperate,Single Loop Earings,Gold Chain,
5370,Desperate ApeWife #5370,,Pumpkin,Tan,Staring,Rock T shirt,Swim Hat,Thinking,Double Loop Earings,,
5371,Desperate ApeWife #5371,,Mustard,Tattoos,Closed,Sport Top,Red Beret,Juvederm,Double Loop Earings,PEACE Pendant,Orange Bag
5372,Desperate ApeWife #5372,,Watermelon,Sky,Sunglasses High Fashion ,Red Dress,Bride Veil,Pout Gummy Snake,Diamond Earings,,
5373,Desperate ApeWife #5373,,Macaroon,Snow White,Happy,Sequin Dress,Red Beret,Desperate Cigarette,,Yellow Diamond,
5374,Desperate ApeWife #5374,,Oyster,Silver,Sunglasses High Fashion ,Bikini Red,Strawberry Blonde Wave Hair,Angry,,,
5375,Desperate ApeWife #5375,,Ice,Sky,Hypnosis,Policewoman Shirt,Bucket Hat,Thinking,,,
5376,Desperate ApeWife #5376,Nun,Watermelon,Ocean Sand,Angry,Nun Outfit,Nun,Desperate Match,,,
5377,Desperate ApeWife #5377,,Oyster,Ocean Sand,Sunglasses Butterfly,White Buttoned Shirt,Pink Bandana,Pout,Multipul Earrings,Gold Chain,
5378,Desperate ApeWife #5378,,Macaroon,Red Wine,Staring,Tie Dye,Patrice Hair,Thinking,Double Loop Earings,,
5379,Desperate ApeWife #5379,,H2O,Bubble gum,Mutant,Synthetic Fur Coat,Puffy Hair,Desperate Peach,Gold Heart Earings,Elegant Scarf,
5380,Desperate ApeWife #5380,,Mustard,Camouflage,Closed,Leather Jacket,Kate Hair,Desperate,,Gold Chain,
5381,Desperate ApeWife #5381,,Ice,Ocean Sand,Happy,Bikini Red,Red Bandana,Juvederm,,Pearls,
5382,Desperate ApeWife #5382,,Mustard,Camouflage,Stoned Gold Eye Shadow,DAW T Shirt,Short Wild Brown Hair,Desperate,Gold Heart Earings,,
5383,Desperate ApeWife #5383,,H2O,Ocean Sand,Hypnosis,Policewoman Shirt,Pink Bandana,Pout,Multipul Earrings,,
5384,Desperate ApeWife #5384,,Mint,Sky,Sweet,Musk Jacket,Nurse Hat,Tongue Out Gummy Bear,Single Loop Earings,,
5385,Desperate ApeWife #5385,,Watermelon,Tan,Sweet,Rock T shirt,Short Wild Blonde Hair,Tongue Out,Gold Heart Earings,,
5386,Desperate ApeWife #5386,,Macaroon,Charcoal,Cupid,Synthetic Fur Coat,Marie Hair,Desperate,,,
5387,Desperate ApeWife #5387,,Pumpkin,Zebra,Stoned Gold Eye Shadow,Maroon Bra,Pop Hair,Pout Whistle,,,
5388,Desperate ApeWife #5388,,Mustard,Banana,Stoned,Nurse,Long Black Hair,Thinking,Single Loop Earings,,
5389,Desperate ApeWife #5389,,Watermelon,Charcoal,Staring,X Top,Sweat Headband,Pout Gummy Snake,Gold Heart Earings,,
5390,Desperate ApeWife #5390,,Mustard,Sky,Stoned,Wedding Dress,Police Hat,Desperate Cigarette,Multipul Earrings,,
5391,Desperate ApeWife #5391,,Ice,Tiger,Angry,DAW T Shirt,Short Wild Blonde Hair,Desperate Pink,Gold Heart Earings,Chupa Chups,
5392,Desperate ApeWife #5392,,Mint,Red Wine,Sunglasses Rave,Musk Jacket,Sweat Headband,Desperate Make Up,,,
5393,Desperate ApeWife #5393,,Mustard,Ocean Sand,Staring,Pink Nightie,Headphones,Juvederm,,Gold Chain,
5394,Desperate ApeWife #5394,,Mint,Tan,Closed,Leather Jacket,Puffy Hair,Flirt,,PEACE Pendant,
5395,Desperate ApeWife #5395,,Macaroon,Peach,Sunglasses Rave,Cleopatra,Towel,Desperate Pink,Cherry Earings,Ape Beaded Necklace,
5396,Desperate ApeWife #5396,,Ice,Ocean Sand,Mutant,Prep School Girl,Bride Veil,Desperate Cigarette,,,
5397,Desperate ApeWife #5397,,Pumpkin,Ocean Sand,Stoned,DAW Yoga Top,Sweat Headband,Desperate,Multipul Earrings,,
5398,Desperate ApeWife #5398,,Ice,Gold,Stoned,Rock T shirt,Minerva,Desperate,,,
5399,Desperate ApeWife #5399,,Macaroon,Giraffe,Stoned,Bikini Red,Red Bandana,Desperate Piercings,,,Green Bag
5400,Desperate ApeWife #5400,,Mint,Charcoal,Angry,Maroon Bra,Red Bandana,Desperate Pink,,Bow Tie,
5401,Desperate ApeWife #5401,,Pumpkin,Tattoos,Crying,Gold Cone Bra,Puffy Hair,Desperate Piercings,Single Loop Earings,Elegant Scarf,
5402,Desperate ApeWife #5402,,Oyster,Snow White,Sweet,Cabin Crew Jacket,Red Bandana,Desperate,Gold Heart Earings,,
5403,Desperate ApeWife #5403,,Oyster,Peach,Sunglasses Cyclops,Maroon Bra,Short Wild Brown Hair,Desperate Piercings,Cherry Earings,,
5404,Desperate ApeWife #5404,,Oyster,Snow White,LA Eyes,Sport Top,Pink Bandana,Desperate Peach,Single Loop Earings,Yellow Diamond,
5405,Desperate ApeWife #5405,,Pumpkin,Gold,Hypnosis,Red Dress,Marilyn Hair,Juvederm,,Pearls,
5406,Desperate ApeWife #5406,,Ice,Tattoos,Mutant,Pink Nightie,Marilyn Hair,Desperate,Diamond Earings,PEACE Pendant,
5407,Desperate ApeWife #5407,,Mustard,Sky,Sunglasses Gold Aviators ,Pink Nightie,Halo,Desperate,Single Loop Earings,PEACE Pendant,
5408,Desperate ApeWife #5408,,Eggplant,Peach,Stoned Gold Eye Shadow,J Jacket,Puffy Hair,Flirt,,,
5409,Desperate ApeWife #5409,,H2O,Ocean Sand,Happy,Basketball Shirt,Nurse Hat,Desperate Pink,Gold Heart Earings,,
5410,Desperate ApeWife #5410,,Mustard,Tan,Sunglasses Butterfly,Wedding Dress,Red Bandana,Desperate Pink,,,
5411,Desperate ApeWife #5411,,Macaroon,Camouflage,Cupid,Cleopatra,Blonde Ponytails Hair,Desperate,Single Loop Earings,,
5412,Desperate ApeWife #5412,,Eggplant,Ocean Sand,Sunglasses Rave,White Buttoned Shirt,Red Bandana,Tongue Out,Cherry Earings,,
5413,Desperate ApeWife #5413,,H2O,Sky,Happy,DAW Yoga Top,Headphones,Angry,,,
5414,Desperate ApeWife #5414,,H2O,Zebra,Sunglasses Pixel,Cleopatra,Princess,Flirt,,PEACE Pendant,
5415,Desperate ApeWife #5415,,Mustard,Peach,Happy,White Lingirie,Desperate Hair,Pout Whistle,,,
5416,Desperate ApeWife #5416,,Mustard,Silver,Angry,Cleopatra,Bride Veil,Desperate,Gold Heart Earings,,
5417,Desperate ApeWife #5417,,Pumpkin,Charcoal,Mutant,Wedding Dress,Safari Hat,Desperate Make Up,Diamond Earings,Multiple Necklaces,
5418,Desperate ApeWife #5418,,Ice,Giraffe,Cupid,Fairy Dress,Pink Bandana,Pout,,,
5419,Desperate ApeWife #5419,,Oyster,Bubble gum,Crying,J Jacket,Marilyn Hair,Thinking,Double Loop Earings,,
5420,Desperate ApeWife #5420,,Eggplant,Ocean Sand,Marilyn,Leather Jacket,Beanie,Open Chocolate,Single Loop Earings,PEACE Pendant,
5421,Desperate ApeWife #5421,,Watermelon,Tan,Pink Beam,DAW Yoga Top,Halo,Desperate,Double Loop Earings,,
5422,Desperate ApeWife #5422,,Ice,Silver,Stoned,White Buttoned Shirt,Short Wild Brown Hair,Desperate,Gold Heart Earings,Elegant Scarf,
5423,Desperate ApeWife #5423,,Watermelon,Red Wine,Awake,J Jacket,Puffy Hair,Juvederm,,,
5424,Desperate ApeWife #5424,,Watermelon,Floral,Scuba Mask,Towel,Desperate Hair,Desperate Cigarette,Single Loop Earings,,
5425,Desperate ApeWife #5425,,H2O,Snow White,Sunglasses High Fashion ,Leather Jacket,Anna Hair,Desperate Piercings,,Elegant Scarf,
5426,Desperate ApeWife #5426,,Blueberry,Tiger,Closed,Kimono,Marie Hair,Desperate Make Up,,,
5427,Desperate ApeWife #5427,,Blueberry,Tan,Sunglasses High Fashion ,Sequin Dress,Halo,Desperate Pink,Double Loop Earings,Gold Chain,
5428,Desperate ApeWife #5428,,Oyster,Tattoos,Scuba Mask,Risky T shirt,Desperate Hair,Lip Bite,Multipul Earrings,Pearls,
5429,Desperate ApeWife #5429,,Mint,Bubble gum,Staring,White Blazer,Short Wild Blonde Hair,Desperate Peach,Single Loop Earings,,
5430,Desperate ApeWife #5430,,Blueberry,Tan,Awake,Sport Top,Short Wild Blonde Hair,Flirt,,Royal Scarf,
5431,Desperate ApeWife #5431,,Pumpkin,Snow White,Sweet,Pink Nightie,Short Wild Brown Hair,Desperate Peach,Cherry Earings,Multiple Necklaces,
5432,Desperate ApeWife #5432,,Mint,Snow White,Mutant,White Blazer,Bucket Hat,Flirt,,Bow Tie,
5433,Desperate ApeWife #5433,,Macaroon,Sky,Stoned,Wedding Dress,Tiara,Juvederm,,Yellow Diamond,
5434,Desperate ApeWife #5434,,Oyster,Ocean Sand,Sunglasses Lennon,Leather Jacket,Marilyn Hair,Desperate Cigarette,Double Loop Earings,Gold Chain,
5435,Desperate ApeWife #5435,,Macaroon,Tan,Laser Eyes,Nurse,Curly Blonde Hair,Tongue Out,Cherry Earings,,
5436,Desperate ApeWife #5436,,Eggplant,Banana,Stoned,White and Black Shirt,Towel,Desperate Piercings,,Chupa Chups,
5437,Desperate ApeWife #5437,,Mint,Peach,Staring,Fairy Dress,Halo,Desperate Cigarette,Double Loop Earings,,
5438,Desperate ApeWife #5438,,H2O,Ocean Sand,Happy,Tie Dye,Swim Hat,Smile Diamond Grill,,Multiple Necklaces,
5439,Desperate ApeWife #5439,,Mustard,Tan,Sweet,Sport Top,DAW Cap,Desperate Peach,,Ape Beaded Necklace,
5440,Desperate ApeWife #5440,,Blueberry,Tan,Reading Glasses,Red Dress,Alice Hair,Desperate,,Multiple Necklaces,
5441,Desperate ApeWife #5441,,Pumpkin,Sky,Angry,Towel,Short Wild Blonde Hair,Desperate,Multipul Earrings,Chupa Chups,
5442,Desperate ApeWife #5442,,Watermelon,Giraffe,Awake,DAW T Shirt,Red Bandana,Desperate Pink,,Multiple Necklaces,
5443,Desperate ApeWife #5443,,Macaroon,Tropical,Sunglasses Pixel,Wedding Dress,Short Wild Brown Hair,Thinking,,Ape Beaded Necklace,
5444,Desperate ApeWife #5444,,Oyster,Sky,Sunglasses Pixel,Fairy Dress,Snow Hair,Desperate Peach,,Multiple Necklaces,
5445,Desperate ApeWife #5445,,Mustard,Tan,Sunglasses Rave,Wedding Dress,Short Wild Blonde Hair,Desperate Make Up,,,
5446,Desperate ApeWife #5446,,Mustard,Ocean Sand,Sunglasses Butterfly,Tie Dye,Curly Blonde Hair,Desperate,Multipul Earrings,Chupa Chups,
5447,Desperate ApeWife #5447,,Blueberry,Tiger,Sweet,White and Black Shirt,Red Bandana,Desperate Make Up,Double Loop Earings,Multiple Necklaces,
5448,Desperate ApeWife #5448,,Ice,Ocean Sand,Happy,White Buttoned Shirt,Curly Dark Hair,Thinking,Double Loop Earings,,
5449,Desperate ApeWife #5449,,Mint,Tan,Sunglasses High Fashion ,DAW Yoga Top,Short Wild Blonde Hair,Juvederm,Single Loop Earings,Ape Beaded Necklace,
5450,Desperate ApeWife #5450,,Pumpkin,Camouflage,Stoned,Cleopatra,Snow Hair,Pout,Double Loop Earings,Yellow Diamond,
5451,Desperate ApeWife #5451,,Eggplant,Sky,Crying,Red Dress,Red Bandana,Smile,,,
5452,Desperate ApeWife #5452,,Pumpkin,Ocean Sand,Staring,X Top,Snow Hair,Desperate Peach,,,
5453,Desperate ApeWife #5453,,Mustard,Ocean Sand,Angry,Musk Jacket,Blonde Ponytails Hair,Flirt,,,
5454,Desperate ApeWife #5454,,Eggplant,Charcoal,Happy,Rock T shirt,Alice Hair,Desperate,,Gold Chain,
5455,Desperate ApeWife #5455,,Watermelon,Sky,Stoned,Amazon,Red Bandana,Desperate Piercings,,,
5456,Desperate ApeWife #5456,,Blueberry,Ocean Sand,Staring,Alice Shirt,Blonde Ponytails Hair,Desperate Pink,,Elegant Scarf,
5457,Desperate ApeWife #5457,,Pumpkin,Floral,Stoned,DAW T Shirt,Red Bandana,Desperate Pink,Cherry Earings,Bow Tie,
5458,Desperate ApeWife #5458,,Ice,Peach,Happy,DAW Yoga Top,Beanie,Desperate Cigarette,,Chupa Chups,
5459,Desperate ApeWife #5459,,Pumpkin,Ocean Sand,Happy,Musk Jacket,Short Wild Blonde Hair,Desperate Peach,,,
5460,Desperate ApeWife #5460,,Oyster,Banana,Angry,DAW T Shirt,Police Hat,Desperate Cigarette,,Pearls,
5461,Desperate ApeWife #5461,,Eggplant,Banana,Sunglasses Pixel,White Lingirie,Strawberry Blonde Wave Hair,Desperate Piercings,Gold Heart Earings,,
5462,Desperate ApeWife #5462,,Pumpkin,Charcoal,Sunglasses Clubmasters,White and Black Shirt,Pink Bandana,Juvederm,Gold Heart Earings,Tennis Necklace,
5463,Desperate ApeWife #5463,,Ice,Sky,Staring,DAW Yoga Top,Puffy Hair,Desperate Cigarette,,Multiple Necklaces,
5464,Desperate ApeWife #5464,,Mustard,Charcoal,Stoned,Towel,Long Black Hair,Desperate Cigarette,,PEACE Pendant,
5465,Desperate ApeWife #5465,,Ice,Red Wine,Sunglasses High Fashion ,Rock T shirt,Sweat Headband,Desperate,,,
5466,Desperate ApeWife #5466,,Blueberry,Bubble gum,Sunglasses High Fashion ,Red Dress,Marilyn Hair,Angry,Multipul Earrings,,
5467,Desperate ApeWife #5467,,H2O,Tiger,Crying,Fairy Dress,Puffy Hair,Desperate Piercings,,,Orange Bag
